Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,Projection,Datum,Entry Date,File Location,File Size
23167,London Ruins,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4143032220"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of ruins in the City of London, Ontario.</p>","<p>City of London. <em>London Ruins</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=4143032220.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4143032220"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_ruins.png,,,4143032220,,,,,
23168,London Topographic Map Index Text,2016 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=985429670"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of topographic mapping index annotative text for the City of London, Ontario.</p>","<p>City of London. <em>London Topographic Map Index Text</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=985429670.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=985429670"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_topomapindextext.png,,,985429670,,,,,
23177,London Abandoned Rail Lines,2009 - 2015,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2990601341"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of abandoned rail lines in the City of London, Ontario.</p><p><i>Note: As of 2016, this dataset was incorporated into the <b>London Railways</b> dataset. </i></p>","<p>City of London. <em>London Abandoned Rail Lines</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2990601341.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2990601341"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2015_rrabnlin.png,,,2990601341,,,,,
23178,London Wooded Areas (Lines),2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2221254631"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of wooded areas in the City of London, Ontario.</p>","<p>City of London. <em>London Wooded Areas (Lines)</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2221254631.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2221254631"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Physical Environment,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_vegetation.png,,,2221254631,,,,,
23186,London Water Edges,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1269104088"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of water in the City of London, Ontario.</p> <p><i>Note: Prior to 2016, this dataset was known as <b>London Water (Lines)</b> and included <b>London Dams</b></i></p>","<p>City of London. <em>London Water Edges</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=1269104088.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1269104088"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Water Resources,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_wateredges.png,,,1269104088,,,,,
23187,London Fences,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3334564227"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of fences in the City of London, Ontario.</p>","<p>City of London. <em>London Fences</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3334564227.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3334564227"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_fences.png,,,3334564227,,,,,
23188,London Above Ground Pipelines,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2085442836"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of above ground pipelines in the City of London, Ontario.</p>","<p>City of London. <em>London Above Ground Pipelines</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2085442836.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2085442836"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_pipelinesaboveground.png,,,2085442836,,,,,
23204,London Falls,2009 - 2012,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4188084754"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of falls in the City of London, Ontario.</p>","<p>City of London. <em>London Falls</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=4188084754.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4188084754"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Physical Environment,Ontario,Vector,,,,4188084754,,,,,
23207,London Billboards,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=782342805"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of billboards in the City of London, Ontario.</p>","<p>City of London. <em>London Billboards</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=782342805.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=782342805"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_billboards.png,,,782342805,,,,,
23211,Airborne Topographic Lidar (2016-17),2017,"Ontario Ministry of Agriculture, Food and Rural Affairs",Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2179337750"">Access this resource</a> on Scholars Geoportal.</p>","<p>The Airborne Topographic Lidar acquisition contains raw and classified lidar digital elevation data and derivative products to support agricultural soil map renewal for selected geographic areas in southern Ontario (Peterborough, Lake Erie (coming 2018)) and portions of northern Ontario (Cochrane). </p> Included in this release of data are: <ul><li>Lidar - Digital Terrain Model (2016-17)</li><li>Lidar Classified Point Cloud (2016-17)</li><li>Lidar Raw Point Cloud (2016-17)</li></ul> <p>This is the output of the first year of a two year data collection project. Data collection occurred during the fall of 2016 and spring of 2017. Data will be updated to include Lake Erie and remaining Peterborough and Cochrane project areas in the first half of 2018.</p><p>The Airborne Topographic Lidar acquisition was initiated as a collaborative partnership between the Ministry of Natural Resources and Forestry (MNRF), the Ministry of Agriculture, Food and Rural Affairs (OMAFRA). A contract was awarded to Airborne Imaging Inc. for the collection of lidar for the three defined project areas (Cochrane, Peterborough and Lake Erie watershed). This project was funded in part through Growing Forward 2 (GF2), a federal-provincial-territorial initiative.</p>","<p>Ontario Ministry of Agriculture, Food and Rural Affairs. <em>Airborne Topographic Lidar (2016-17)</em> [digital resource: grid]. Ontario Ministry of Agriculture, Food and Rural Affairs, 2017. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2179337750.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2179337750"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos,Ontario,,https://library.mcmaster.ca/sites/default/files/geospatial/lidardtm_thumbnail.png,,,2179337750,,,,,
23216,London Tanks,2016 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1538271890"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of tanks in the City of London, Ontario.</p>  <p><i>Note: Previous editions of the information contained in this dataset can be found in the <b>London (non-water) Tanks, London Petroleum Tanks,</b> and <b>London Water Tanks </b> datasets.</i></p>","<p>City of London. <em>London Tanks</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=1538271890.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1538271890"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_tanks.png,,,1538271890,,,,,
23217,London Park Features,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=236568824"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of park features in the City of London, Ontario.</p>","<p>City of London. <em>London Park Features</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=236568824.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=236568824"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_parkfeatures.png,,,236568824,,,,,
23219,London Sidewalk Edges,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1066475292"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of sidewalks in the City of London, Ontario.</p>","<p>City of London. <em>London Sidewalk Edges</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=1066475292.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1066475292"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_sidewalks.png,,,1066475292,,,,,
23222,London Relief Data - Contours and Spot Heights (3D),2018 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=131183501"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London Topographic Map contains very detailed topographic and planning information, clipped to the municipal boundary of the city of London, Ontario. </p><p> This data set includes a 3D representation of spot height elevations and contour lines.</p>","<p>City of London. <em>London Relief Data - Contours and Spot Heights (3D)</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=131183501.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=131183501"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Topography,Ontario,Vector,,,,131183501,,,,,
23223,London Parking Lot Edges,2016 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=766940686"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of parking lot edges in the City of London, Ontario.</p> <p><i>Note: Previous editions of the information contained in this dataset can be found in the <b>London Parking Lots and Access Ways</b> and <b>London Parking Lot Segments</b> dataset.</i></p>","<p>City of London. <em>London Parking Lot Edges</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=766940686.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=766940686"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2018_parkinglotedges.png,,,766940686,,,,,
23231,London Retaining Wall Segments,2009 - 2015,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2089019564"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of retaining wall segments in the City of London, Ontario.</p><p><i>Note: As of 2016, this dataset was incorporated into the <b>London Walls</b> dataset.</i></p>","<p>City of London. <em>London Retaining Wall Segments</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2089019564.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2089019564"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2015_retvslin.png,,,2089019564,,,,,
23234,London Structures (Polygons),2009 - 2015,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=177300943"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of structures in the City of London, Ontario.</p>","<p>City of London. <em>London Structures (Polygons)</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=177300943.</p>",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=177300943"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,Vector,https://library.mcmaster.ca/sites/default/files/geospatial/western_cityoflondon_2015_strctpoly.png,,,177300943,,,,,
