Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,Projection,Datum,Entry Date,File Location,File Size
19554,ESRI Great Lakes Bathymetry Contours,2013,National Oceanic and Atmospheric Administration (NOAA),Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1170497541"">Access this resource</a> on Scholars Geoportal.</p>","<p>This data set contains bathymetry of the Great Lakes in metres (depth).</p><p>The Great Lakes Bathymetry Contours data set has been compiled as a component of a NOAA project to rescue Great Lakes lake floor geological and geophysical data and make it more accessible to the public. This bathymetry of the Great Lakes including Lake Ontario, Lake Erie, Lake Saint Clair, Lake Huron, Lake Michigan, Lake Superior provides a detailed look at the lake floor topography and serves as a GIS base layer for many applications. </p><p>This project is a cooperative effort between investigators at the NOAA National Geophysical Data Center's Marine Geology and Geophysics Division (NGDC/MGG), the NOAA Great Lakes Environmental Research Laboratory (GLERL) and the Canadian Hydrographic Service (CHS). Bathymetric data have been collected from the Great Lakes in support of nautical charting for at least 150 years by the US Army Corp. of Engineers (before 1970), the NOAA National Ocean Service (NOS) (after 1970), and the Canadian Hydrographic Service.</p>",,"<p>National Oceanic and Atmospheric Administration (NOAA). <em>ESRI Great Lakes Bathymetry Contours</em> [digital resource: vector]. National Oceanic and Atmospheric Administration (NOAA), 2013. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=1170497541.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1170497541"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Water Resources,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_ESRI_GreatLakesBathymetry_Contours.png,,,1170497541,,,,,,,
19574,"Census Districts (CD), 1871 Census of Canada",1993 - 1998,Historical Atlas of Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=771281035"">Access this resource</a> on Scholars Geoportal.</p>","<p>This data set reconstructs the census compilation and dissemination geography of the 1871 Census of the Canadas, including the census districts (CD) of Ontario, Quebec, New Brunswick, and Nova Scotia. </p><p>The boundaries were originally compiled for the Historical Atlas of Canada <a href=""http://www.historicalatlas.ca/website/hacolp/index.htm""> Online Learning Project</a>, and were derived from a combination of sources including the Atlas of Canada 1:7 500 000 data set. </p><p><b>Note:</b> There is a second version of the 1871 census districts available in the GeoPortal, under the same title. These datasets have different publishers/producers and spatial references.</p>",,"<p>Historical Atlas of Canada. <em>Census Districts (CD), 1871 Census of Canada</em> [digital resource: vector]. Historical Atlas of Canada, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=771281035.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=771281035"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_HACOLP_1871_CD_Canada.png,,,771281035,,,,,,,
19577,Régions sociosanitaires: limites et correspondance avec la géographie,2000 - 2013,Statistique Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2428099774"">Access this resource</a> on Scholars Geoportal.</p>","<p>Les régions sociosanitaires, définies par les provinces, correspondent à des unités ou des régions administratives qui présentent un intérêt pour les autorités en matière de santé. Ce produit contient les fichiers de correspondance (qui permettent de faire le lien entre les régions sociosanitaires et les codes géographiques du recensement les plus récents) et les fichiers numériques des limites.</p><p>Le Régions sociosanitaires: limites et correspondance avec la géographie décrit en détails les limites des régions sociosanitaires que leur correspondance avec la géographie. Étant donné que le découpage géographique du recensement ne tient pas compte des limites des régions sociosanitaires provinciales, un fichier de correspondance permet le couplage des régions sociosanitaires et des unités géographiques du recensement qui en font partie. Ces fichiers de correspondance reposent sur la plus petite unité géographique pertinente du recensement.</p><p>Fichiers de correspondance sont disponibles sous forme de données supplémentaire.</p><p>En plus des fichiers géographiques, ce produit comprend aussi les données du Recensement pour les régions sociosanitaires (profil de base).</p>",,"<p>Statistique Canada. <em>Régions sociosanitaires: limites et correspondance avec la géographie</em> [digital resource: vector]. Statistique Canada, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2428099774.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2428099774"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2013_HealthRegions_Fr_Nat.png,,,2428099774,,,,,,,
19588,"Fichiers numériques des limites (FNL), Recensement de 2006",2007,Statistique Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1763460935"">Access this resource</a> on Scholars Geoportal.</p>","<p>Cette série de données contient tous les fichiers numériques des limites (FNL) produit par Statistique Canada pour le recensement de 2006. Cela inclut les ensembles de données suivants:</p> <ul> <li>Aires de diffusion </li> <li>Circonscriptions électorales fédérales, ordonnance de représentation de 2003</li> <li>Divisions de recensement</li><li>Îlots de diffusion</li> <li>Localités désignées</li> <li>Provinces et Territoires</li> <li>Régions agricoles de recensement</li> <li>Régions de tri d’acheminement </li> <li>Régions économiques</li><li>Régions métropolitaine de recensement et agglomérations de recensement</li><li>Régions urbaines</li> <li>Secteurs de recensement</li><li>Subdivisions de recensement</li><li>Subdivisions de recensement unifiées</li></ul><p> Fichiers d’hydrographie, et autres fichiers de référence et de documentation, sont disponibles pour téléchargement à partir de Scholars Geoportal. </p>",,"<p>Statistique Canada. <em>Fichiers numériques des limites (FNL), Recensement de 2006</em> [digital resource: vector]. Statistique Canada, 2007. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=1763460935.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1763460935"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2011_Census_CBF_Fr_Nat_dr.png,,,1763460935,,,,,,,
19597,"Cartographic Boundary Files (CBF), 1996 Census",1997,Statistics Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3577293255"">Access this resource</a> on Scholars Geoportal.</p>","<p>This data series contains all the Cartographic Boundary Files (CBF) produced by Statistics Canada for the 1996 census. This includes the following datasets:</p> <ul> <li>Census Agricultural Regions</li> <li>Census Consolidated Subdivisions</li> <li>Census Divisions</li> <li>Census Metropolitan Areas & Census Agglomerations</li> <li>Census Subdivisions</li> <li>Census Tracts</li> <li>Designated Places</li> <li>Enumeration Areas</li> <li>Federal Electoral Districts, 1987 Representation Order</li> <li>Federal Electoral Districts, 1996 Representation Order</li> <li>Forward Sortation Areas</li> <li>Provinces & Territories</li> <li>Urban Areas</li> </ul> <p> The original data files are from the Data Liberation Initiative (DLI), a Statistics Canada program that provides data to academic institutions in Canada. The original files have been converted from the Arcinfo Interchange E00 file format (.e00) or the MapInfo TAB file format (.tab) into a shapefile format (.shp), as part of a data migration project to enhance the spatial use of the data. The original data files, and other supporting files and documentation, are available as additional downloads from Scholars GeoPortal. </p>",,"<p>Statistics Canada. <em>Cartographic Boundary Files (CBF), 1996 Census</em> [digital resource: vector]. Statistics Canada, 1997. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3577293255.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3577293255"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1996_Census_CBF_Eng_Nat_cd.png,,,3577293255,,,,,,,
19604,"Digital Boundary Files (DBF), 1991 Census",1992,Statistics Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3769102425"">Access this resource</a> on Scholars Geoportal.</p>","<p> This data series contains all the Digital Boundary Files (DBF) produced by Statistics Canada for the 1991 census. This includes the following datasets: </p> <ul> <li>Census Consolidated Subdivisions</li> <li>Census Divisions</li> <li>Census Metropolitan Areas & Census Agglomerations</li> <li>Census Subdivisions</li> <li>Census Tracts</li> <li>Census Tracts & Provincial Census Tracts</li> <li>Enumeration Areas</li> <li>Federal Electoral Districts, 1987 Representation Order</li><li>Provinces & Territories</li> <li>Urban Areas</li> </ul> </p><p> The original data files are from the Data Liberation Initiative (DLI), a Statistics Canada program that provides data to academic institutions in Canada. The original files have been converted from the Arcinfo Interchange E00 file format (.e00) or the MapInfo TAB file format (.tab) into a shapefile format (.shp), as part of a data migration project to enhance the spatial use of the data. The original data files, and other supporting files and documentation, are available as additional downloads from Scholars GeoPortal. </p>",,"<p>Statistics Canada. <em>Digital Boundary Files (DBF), 1991 Census</em> [digital resource: vector]. Statistics Canada, 1992. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3769102425.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3769102425"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1991_Census_DBF_Eng_Nat_cd.png,,,3769102425,,,,,,,
19623,"Census Subdivision - Digital Boundary Files (CSD-DBF), (Intercensal)",2008 - 2022,Statistics Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3363091464"">Access this resource</a> on Scholars Geoportal.</p>","<p>The Census Subdivision Boundary Files portray the boundaries of all census subdivisions in Canada. A census subdivision is an administrative area which is a component of the Standard Geographical Classification. Census subdivision is the general term for municipalities, as determined by provincial and territorial legislation, or areas treated as municipal equivalents for statistical purposes, for example, Indian reserves, Indian settlements and unorganized territories. </p><p>CSDUID - Uniquely identifies a census subdivision (composed of 2-digit province/territory code, 2-digit census division code and 3-digit census subdivision code).</p>",,"<p>Statistics Canada. <em>Census Subdivision - Digital Boundary Files (CSD-DBF), (Intercensal)</em> [digital resource: vector]. Statistics Canada, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3363091464.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3363091464"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Canada,vector,,,,3363091464,,,,,,,
19651,"Geographic Attribute File (GAF), 1991 Census",1993,Statistics Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=436050376"">Access this resource</a> on Scholars Geoportal.</p>","<p> The Geographic Attribute File is a dataset that contains census geographic information at the Enumeration Area level for all of Canada for the 1991 census. Each record includes geographic coordinates, population and dwelling counts, land area, names, unique identifiers, and geographic codes for linkages with other census boundaries. </p> <p> The original dataset is available from Statistics Canada as a text file (.txt). For viewing in Scholars GeoPortal, the dataset was converted from this original format into a Shapefile format using the point coordinates available for each record. Each point is the population centre of an Enumeration Area. </p> <p> The original data, and other supporting files and documentation, are available as additional downloads from Scholars GeoPortal. </p>",,"<p>Statistics Canada. <em>Geographic Attribute File (GAF), 1991 Census</em> [digital resource: vector]. Statistics Canada, 1993. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=436050376.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=436050376"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1991_Census_GAF_Eng_Nat_ea.png,,,436050376,,,,,,,
19664,"Boundary Files, 1921 Census of Canada",2011 - 2013,Canadian Century Research Infrastructure,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=762737871"">Access this resource</a> on Scholars Geoportal.</p>","<p>This data set reconstructs the census compilation and dissemination geography of the 1921 Canadian Census at the census division (CD) and census subdivision level of geography.</p><p>The shapefiles (.shp) were derived from a comprehensive geodatabase, as part of the Canadian Century Research Infrastructure (CCRI). Detailed water polygons were replaced with a selection of major lakes in this version, indicated with the abbreviation MW in the file name, which stands for ‘major water’. These data are a part of a geographical framework constructed to enable the location, selection, aggregation, and analysis of census data, for census enumerations between 1911 and 1951.</p>",,"<p>Canadian Century Research Infrastructure. <em>Boundary Files, 1921 Census of Canada</em> [digital resource: vector]. Canadian Century Research Infrastructure, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=762737871.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=762737871"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_CCRI_1921_CD_Canada.png,,,762737871,,,,,,,
19680,Ontario Drill Hole Database,2013,Ontario Ministry of Northern Development and Mines,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3214395241"">Access this resource</a> on Scholars Geoportal.</p>","<p>The Ontario Drill Hole Database (ODHD) can be used to identify drill holes in Ontario and contains information for over 141,000 percussion, overburden, sonic and diamond-drill holes. </p><p>Data include location, company name, company hole number, hole orientation, hole depth, and overburden depth if applicable.</p><p>Data are provided in two formats in this release:<ul><li>a relational database, and </li><li>a seamless ODHD provincial coverage in a geospatial GIS (ESRI® shape file) format</li></ul> The complete ODHD relational database is provided in Microsoft® Access® 2007/2010 (.accdb) format. Supplementary data is available for download from the additional documentation section. The supplementary data contains Microsoft® Access® and KML data formats.</p>",,"<p>Ontario Ministry of Northern Development and Mines. <em>Ontario Drill Hole Database</em> [digital resource: vector]. Ontario Ministry of Northern Development and Mines, 2013. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3214395241.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3214395241"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Geology,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_MNDM_ODHD.png,,,3214395241,,,,,,,
19682,"Digital Boundary Files (DBF), 2011 Census",2012,Statistics Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3789411615"">Access this resource</a> on Scholars Geoportal.</p>","<p>This data series contains all the Digital Boundary Files (DBF) produced by Statistics Canada for the 2011 census. This includes the following datasets:</p> <ul> <li>Census Agricultural Regions</li> <li>Census Consolidated Subdivisions</li> <li>Census Divisions</li> <li>Census Metropolitan Areas & Census Agglomerations</li> <li>Census Subdivisions</li> <li>Census Tracts</li> <li>Designated Places</li> <li>Dissemination Areas</li> <li>Dissemination Blocks</li> <li>Economic Regions</li> <li>Federal Electoral Districts, 2003 Representation Order</li> <li>Forward Sortation Areas</li> <li>Population Centres</li><li>Provinces & Territories</li> </ul><p> Hydrography and other reference files and documentation are available for download from Scholars GeoPortal. </p>",,"<p>Statistics Canada. <em>Digital Boundary Files (DBF), 2011 Census</em> [digital resource: vector]. Statistics Canada, 2012. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3789411615.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3789411615"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2011_Census_DBF_Eng_Nat_cd.png,,,3789411615,,,,,,,
19686,"Census Districts (CD), 1901 Census of Canada",1993 - 1998,Historical Atlas of Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3230649387"">Access this resource</a> on Scholars Geoportal.</p>","<p>This data set reconstructs the census compilation and dissemination geography of the 1901 Census of the Canadas, including the census districts (CD) of Ontario, Quebec, New Brunswick, and Nova Scotia. </p><p>The boundaries were originally compiled for the Historical Atlas of Canada <a href=""http://www.historicalatlas.ca/website/hacolp/index.htm""> Online Learning Project</a>, and were derived from a combination of sources including the Atlas of Canada 1:7 500 000 data set. </p>",,"<p>Historical Atlas of Canada. <em>Census Districts (CD), 1901 Census of Canada</em> [digital resource: vector]. Historical Atlas of Canada, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3230649387.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3230649387"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_HACOLP_1901_CD_Canada.png,,,3230649387,,,,,,,
19695,"Geographic Attribute File (GAF), 1981 Census",1983,Statistics Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=622706087"">Access this resource</a> on Scholars Geoportal.</p>","<p> The Geographic Attribute File is a dataset that contains census geographic information at the Enumeration Area level for all of Canada for the 1981 census. Each record includes geographic coordinates, population and dwelling counts, land area, names, unique identifiers, and geographic codes for linkages with other census boundaries. </p> <p> The original dataset is available from Statistics Canada as a text file (.txt). For view in Scholars Portal, the dataset was converted from this original format into a Shapefile using the point coordinates available for each record. Each point is the population centre of an Enumeration Area. </p> <p> The original data, and other supporting files and documentation, are available as additional downloads from Scholars GeoPortal. </p>",,"<p>Statistics Canada. <em>Geographic Attribute File (GAF), 1981 Census</em> [digital resource: vector]. Statistics Canada, 1983. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=622706087.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=622706087"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1981_Census_GAF_Eng_Nat_ea.png,,,622706087,,,,,,,
19696,"Historical Topographic Maps: 1:63,360 Index",1906 - 2016,"Geographical Section, Department of National Defence",Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=564032357"">Access this resource</a> on Scholars Geoportal.</p>","<p>This topographic map index is a finding aid for Ontario sheets of the 1:63,360 series of Historical Topographic Maps of Canada. This series was produced between 1906 and 1953, and includes nearly 500 individual topographic map sheets for the Province of Ontario. Maps cover mostly populated and border regions, and show both natural and man-made features such as relief, spot heights, administrative boundaries, roads, railways, trails, waterways, bridges, buildings, mills, power lines, terrain, and land formations.</p> <p>Once this index is added to the map, clicking on the index tiles will indicate the topographic map coverage. This allows early topographic maps to be found based on regions of interest. When a tile is selected, this search box will populate with all relevant maps that include coverage of the selected area, in chronological order. Maps can then be viewed on the map sheet, downloaded, or explained in greater detail.</p> <p><b>Content advisory:</b> The topographic maps on this site are historical documents that reflect the time and environment in which they were created. Some maps may contain place names and other terms that may be racist, offensive, or derogatory. Many of these place names have been officially rescinded in the years since the creation of the maps, and the Geographic Names Board of Canada, along with provincial naming authorities, continue the ongoing work of removing offensive place names from the Canadian Geographical Names Database (CGNDB). For historical and research purposes, we offer access to these maps in their complete original and unchanged form with the intention of representing Canada’s history of racial and colonial discrimination, and the ensuing legacy of this harm. If you have any questions, comments, or concerns, please contact us at topomaps@scholarsportal.info.</p>",,"<p>Geographical Section, Department of National Defence. <em>Historical Topographic Maps: 1:63,360 Index</em> [digital resource: vector]. Geographical Section, Department of National Defence, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=564032357.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=564032357"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,vector,,,,564032357,,,,,,,
19704,"Census Districts (CD), 1861 Census of the Canadas",1993 - 1998,Historical Atlas of Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=295730442"">Access this resource</a> on Scholars Geoportal.</p>","<p>This data set reconstructs the census compilation and dissemination geography of the 1861 Census of the Canadas, including the census districts (CD) of Canada West (present-day Ontario), Canada East (present-day Quebec), New Brunswick, and Nova Scotia. </p><p>The boundaries were originally compiled for the Historical Atlas of Canada <a href=""http://www.historicalatlas.ca/website/hacolp/index.htm""> Online Learning Project</a>, and were derived from a combination of sources including the Atlas of Canada 1:7 500 000 data set. </p>",,"<p>Historical Atlas of Canada. <em>Census Districts (CD), 1861 Census of the Canadas</em> [digital resource: vector]. Historical Atlas of Canada, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=295730442.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=295730442"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_HACOLP_1861_CD_Canada.png,,,295730442,,,,,,,
19709,"Circonscription électorale fédérale - Fichiers numériques des limites, 2014 (l'Ordonnance de représentation de 2013)",2014,Élections Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=773656181"">Access this resource</a> on Scholars Geoportal.</p>","<p>Le Canada est divisé en 338 circonscriptions. Un représentant du Parlement ou député est élu pour chacune des circonscriptions. Après la diffusion des chiffres de population de chaque recensement décennal, le directeur général des élections détermine le nombre de sièges à la Chambre des communes et publie cette information dans la Gazette du Canada. Les commissions de délimitation des circonscriptions déterminent ensuite les modifications à apporter aux limites des circonscriptions. Les commissions de délimitation des circonscriptions fédérales sont des organismes indépendants qui prennent toutes les décisions concernant les limites proposées et définitives des circonscriptions fédérales.</p><p>Élections Canada offre des services de soutien à la commission de délimitation des circonscriptions dans chaque province.</p><p>Cette couche contient des polygones qui atteignent jusqu’à 90 degrés de latitude Nord, bien qu’ils ne soient montrés ici que jusqu’à 85 degrés de latitude Nord. Veuillez télécharger l’ensemble de données au complet si vous avez besoin de toutes les données.</p>",,"<p>Élections Canada. <em>Circonscription électorale fédérale - Fichiers numériques des limites, 2014 (l'Ordonnance de représentation de 2013)</em> [digital resource: vector]. Élections Canada, 2014. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=773656181.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=773656181"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_GeoBase_2014_DBF_Fr_Nat_cef_2013.png,,,773656181,,,,,,,
19716,Land Information Ontario (LIO) File Geodatabases,2011 - 2023,Ontario Ministry of Natural Resources,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1613147227"">Access this resource</a> on Scholars Geoportal.</p>","<p>This product consists of data layers in geodatabase format (.gdb) extracted from Land Information Ontario's (LIO) GeoHub for various time periods, for historical and reference purposes only. There are multiple geodatabases for the same years due to the size of the products, typically they are separated by region or by type of data for the Province of Ontario.</p> <p>The structure and organization of the geodatabases may vary from year to year. The data cover:</p> <p><ul><li>Wetland (Ontario coverage)</li> <li>Contours (Ontario coverage)</li> <li>Ontario Hydrograhy Network (OHN) and Cartographic products (Ontario Coverage)</li> <li>Additional Data layers (Ontario coverage)</li></ul></p> <p><b>Note:</b> Not all years include all four of the files listed above.</p><p>These files represent data for the period that the geodatabase was extracted from LIO's GeoHub, these are not current data and should be used for historical and reference purposes only. Most of these data are now available as open data through LIO's GeoHub. </p> <p>The extract dates are preserved in the date fields provided in the data and metadata table(s) for each geodatabase. The file geodatabase has been prepared as a convenience to users wanting access to all LIO Warehouse Open Data products in file geodatabase structure. If you require the data in SHAPE file format, you can get the data for these from the metadata describing individual data layers from the LIO GeoHub.</p>",,"<p>Ontario Ministry of Natural Resources. <em>Land Information Ontario (LIO) File Geodatabases</em> [digital resource: vector]. Ontario Ministry of Natural Resources, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=1613147227.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1613147227"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Physical Environment,Ontario,vector,,,,1613147227,,,,,,,
19717,"Block-Face Points (BF), 1996 Census",1997,Statistics Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1562076711"">Access this resource</a> on Scholars Geoportal.</p>","<p> This dataset represents all 827,933 block-faces in Canada for the 1996 census. The dataset was designed for geocoding and census data extraction and it covers 43 urban centres in Canada. </p> <p> A block-face represents one side of a street between two consecutive features intersecting that street. The dataset includes attribute information for street names (including street types and direction), address ranges, geographic codes for linkages with other census boundaries, geographic coordinates, and population and dwelling counts from the 1996 Census. They are displayed on a map via their representative point, which is the geographic coordinate located at the mid-point of the block-face, set back a perpendicular distance of 22, 11, 5, or 1 metre from the street centre line. </p> <p>The original dataset is available from Statistics Canada as a text file (.txt). For viewing in Scholars GeoPortal, the dataset was converted from this original format into a Shapefile using the point coordinates available for each record. Each point is the population centre of an Enumeration Area. </p> <p> The original data, and other supporting files and documentation, are available as additional downloads from Scholars GeoPortal. </p>",,"<p>Statistics Canada. <em>Block-Face Points (BF), 1996 Census</em> [digital resource: vector]. Statistics Canada, 1997. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=1562076711.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1562076711"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1996_Census_BF_Eng_Nat_bf.png,,,1562076711,,,,,,,
19736,"Road Network Files (RNF), 2006 Census",2007,Statistics Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=114021882"">Access this resource</a> on Scholars Geoportal.</p>",<p>This data series contains the two Road Network Files (RNF) produced by Statistics Canada for the 2006 census.</p> <ul> <li>Road Network File</li> <li>Road Network and Geographic Attribute File</li> </ul> <p>Supporting documentation is available as additional downloads from Scholars GeoPortal.</p>,,"<p>Statistics Canada. <em>Road Network Files (RNF), 2006 Census</em> [digital resource: vector]. Statistics Canada, 2007. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=114021882.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=114021882"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2006_Census_RNF_Eng_Nat_rnf.png,,,114021882,,,,,,,
19744,"Geographic Attribute File (GAF), 1971 Census",1972,Statistics Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=809361798"">Access this resource</a> on Scholars Geoportal.</p>","<p> The Geographic Attribute File is a dataset that contains census geographic information at the Enumeration Area level for all of Canada for the 1971 census. Each record includes geographic coordinates, population and dwelling counts, land area, names, unique identifiers, and geographic codes for linkages with other census boundaries. </p> <p> The original dataset is available from Statistics Canada as a text file (.txt). For view in Scholars Portal, the dataset was converted from this original format into a Shapefile using the point coordinates available for each record. Each point is the population centre of an Enumeration Area. </p> <p> The original data, and other supporting files and documentation, are available as additional downloads from Scholars GeoPortal. </p>",,"<p>Statistics Canada. <em>Geographic Attribute File (GAF), 1971 Census</em> [digital resource: vector]. Statistics Canada, 1972. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=809361798.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=809361798"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1971_Census_GAF_Eng_Nat_ea.png,,,809361798,,,,,,,
