Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,Projection,Datum,Entry Date,File Location,File Size
,"Unified Geologic Map of the Moon, 1:5M, 2020",2020,U. S. Geological Survey,"GeoTIFF, Shapefile",Public,"<p>U. S. Geological Survey - <a href=""https://astrogeology.usgs.gov/search/map/Moon/Geology/Unified_Geologic_Map_of_the_Moon_GIS"">Astropedia Lunar and Planetary Cartographic Catalog</a></p>","<p>A <i>""seamless, globally consistent, 1:5,000,000-scale geologic map derived from the six digitally renovated geologic maps"".</i> Consists of: unit contacts, geologic unit polygons, linear features, unit and feature nomenclature annotation, and shaded relief.</p>","<p>Metadata is available with download, and on the website.</p>","<p>USGS Astrogeology Science Center. <em>Unified Geologic Map of the Moon, 1:5M, 2020</em> [digital resource: vector and raster]. Reston, VA.: U. S. Geological Survey, 2020.</p>",N/A,Internet,Geology||Topography,World,Raster||geoTIFF||Vector||Shapefile,,,,,Moon 2000,,,,215MB
,London Electrical Towers,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=61255974"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of electrical towers in the City of London, Ontario.</p>",,"<p>City of London. <em>London Electrical Towers</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=61255974.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=61255974"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_TowersElectricalTransmission.png,,,61255974,,,,,,,
,London Small Culverts,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=79002918"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of small culverts in the City of London, Ontario. A culvert is a tunnel carrying a stream or open drain under a road or railroad.</p>",,"<p>City of London. <em>London Small Culverts</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=79002918.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=79002918"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_CulvertSmall.png,,,79002918,,,,,,,
,London Racetracks,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=9272565"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of racetracks in the City of London, Ontario.</p>",,"<p>City of London. <em>London Racetracks</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=9272565.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=9272565"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_RaceTracks.png,,,9272565,,,,,,,
,London Golf Courses,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=12186216"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of golf courses in the City of London, Ontario.</p><p>The golf courses layer contains the following features:</p><li>Bunker</li><li>Fairway</li><li>Green</li><li>Tee</li>",,"<p>City of London. <em>London Golf Courses</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=12186216.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=12186216"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_GolfCourseFeatures.png,,,12186216,,,,,,,
,London City Boundary,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=16088445"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of the city boundary of the City of London, Ontario.</p>",,"<p>City of London. <em>London City Boundary</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=16088445.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=16088445"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_CityBoundary.png,,,16088445,,,,,,,
,London Ruins,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=39437832"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of ruins in the City of London, Ontario.</p>",,"<p>City of London. <em>London Ruins</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=39437832.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=39437832"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_Ruins.png,,,39437832,,,,,,,
,London Topographic Map Index Text,2016 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=23321229"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of topographic mapping index annotative text for the City of London, Ontario.</p>",,"<p>City of London. <em>London Topographic Map Index Text</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=23321229.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=23321229"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2018_TopoMapIndexText.png,,,23321229,,,,,,,
,London Abandoned Rail Lines,2009 - 2015,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=57192614"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of abandoned rail lines in the City of London, Ontario.</p><p><i>Note: As of 2016, this dataset was incorporated into the <b>London Railways</b> dataset. </i></p>",,"<p>City of London. <em>London Abandoned Rail Lines</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=57192614.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=57192614"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_rrabnlin.png,,,57192614,,,,,,,
,London Wooded Areas (Lines),2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4240859"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of wooded areas in the City of London, Ontario.</p>",,"<p>City of London. <em>London Wooded Areas (Lines)</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=4240859.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4240859"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Physical Environment,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_Vegitation.png,,,4240859,,,,,,,
,London Relief Data - Contours and Spot Heights (3D),2018 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2633918074"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London Topographic Map contains very detailed topographic and planning information, clipped to the municipal boundary of the city of London, Ontario. </p><p> This data set includes a 3D representation of spot height elevations and contour lines.</p>",,"<p>City of London. <em>London Relief Data - Contours and Spot Heights (3D)</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2633918074.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2633918074"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Topography,Ontario,vector,,,,2633918074,,,,,,,
,London Water Edges,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=22372314"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of water in the City of London, Ontario.</p> <p><i>Note: Prior to 2016, this dataset was known as <b>London Water (Lines)</b> and included <b>London Dams</b></i></p>",,"<p>City of London. <em>London Water Edges</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=22372314.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=22372314"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Water Resources,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_WaterEdges.png,,,22372314,,,,,,,
,London Fences,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=72306690"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of fences in the City of London, Ontario.</p>",,"<p>City of London. <em>London Fences</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=72306690.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=72306690"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_Fences.png,,,72306690,,,,,,,
,London Above Ground Pipelines,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=66484921"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of above ground pipelines in the City of London, Ontario.</p>",,"<p>City of London. <em>London Above Ground Pipelines</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=66484921.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=66484921"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_PipelinesAboveGround.png,,,66484921,,,,,,,
,London Roads (Polygons),2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=63550327"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of roads in the City of London, Ontario.</p><p><b>Note:</b>This dataset was not published in 2016 and 2017. Publication resumed in 2018, with additional fields in the attribute table.</p>",,"<p>City of London. <em>London Roads (Polygons)</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=63550327.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=63550327"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_Roads.png,,,63550327,,,,,,,
,London Falls,2009 - 2012,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=22981058"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of falls in the City of London, Ontario.</p>",,"<p>City of London. <em>London Falls</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=22981058.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=22981058"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Physical Environment,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2012_.png,,,22981058,,,,,,,
,London Billboards,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=11472326"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of billboards in the City of London, Ontario.</p>",,"<p>City of London. <em>London Billboards</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=11472326.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=11472326"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_Billboards.png,,,11472326,,,,,,,
,London Tanks,2016 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=20181898"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of tanks in the City of London, Ontario.</p> </p> <p><i>Note: Previous editions of the information contained in this dataset can be found in the <b>London (non-water) Tanks, London Petroleum Tanks,</b> and <b>London Water Tanks </b> datasets.</i></p>",,"<p>City of London. <em>London Tanks</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=20181898.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=20181898"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Utilities,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_Tanks.png,,,20181898,,,,,,,
,London Park Features,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=87794219"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of park features in the City of London, Ontario.</p>",,"<p>City of London. <em>London Park Features</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=87794219.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=87794219"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_ParkFeatures.png,,,87794219,,,,,,,
,London Sidewalk Edges,2009 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=42014223"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of sidewalks in the City of London, Ontario.</p>",,"<p>City of London. <em>London Sidewalk Edges</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=42014223.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=42014223"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Planning,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_Sidewalks.png,,,42014223,,,,,,,
,London Parking Lot Edges,2016 - 2019,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=11663892"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of parking lot edges in the City of London, Ontario.</p> <p><i>Note: Previous editions of the information contained in this dataset can be found in the <b>London Parking Lots and Access Ways</b> and <b>London Parking Lot Segments</b> dataset.</i></p>",,"<p>City of London. <em>London Parking Lot Edges</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=11663892.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=11663892"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2019_ParkingLotEdges.png,,,11663892,,,,,,,
,London Retaining Wall Segments,2009 - 2015,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=55200778"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of retaining wall segments in the City of London, Ontario.</p><p><i>Note: As of 2016, this dataset was incorporated into the <b>London Walls</b> dataset.</i></p>",,"<p>City of London. <em>London Retaining Wall Segments</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=55200778.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=55200778"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_retvslin.png,,,55200778,,,,,,,
,London Structures (Polygons),2009 - 2015,City of London,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=81157982"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of structures in the City of London, Ontario.</p>",,"<p>City of London. <em>London Structures (Polygons)</em> [digital resource: vector]. City of London, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=81157982.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=81157982"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_strctpoly.png,,,81157982,,,,,,,
