Nid,Title,Year,Author,Format,Who can use this data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,To Delete,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,filepath,field_geospatial_image_alt,field_geospatial_image_title
5833,Quaternary Geology of Ontario,2000,"<p>Ontario Geological Survey</p>
","Shapefile (.shp), AutoCAD (.dxf, .dwg)",Public,"<p>Available for download via <a href=""https://www.mndm.gov.on.ca/en/mines-and-minerals/applications/ogsearth/quaternary-geology"">Geology Ontario</a>.</p>
","<p>A seamless surficial geology cover which illustrates the general distribution of the various types of Quaternary sediments and the major landforms associated with them. Tills, glaciofluvial, glaciolacustrine, glaciomarine, fluvial, lacustrine and organic deposits are represented by 30 distinct geological units illustrating the Quaternary stratigraphy of Ontario. Also shown are landform deposits such as drumlins, moraines, eskers, sand dunes, and glacial-related escarpments. Base information, such as latitude and longitude lines, water bodies and townships, is included. Other layers in this dataset include dunes, hummocky, material geology, geology age and geology type.  This dataset was created using data collected from 1950 to 1988</p>
<p>Another ERLIS dataset ""Geology of Ontario Base Maps"" is also available, and is intended to be used as a reference map for this dataset.  Information about this complementary dataset is available on the <a href=""http://library.mcmaster.ca/maps/geospatial/geology-ontario-base-maps"">library website</a>.</p>
<p>Keywords associated with this dataset: glacial deposits, glacial till soils, MNDM, northern Ontario, OGS, physical geography sedimentation, sand dunes, surficial</p>
","<p>A general metadata record for the product can be found in Land Information Ontario's <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=4fdb3b16-3e9a-47d8-bf87-0f714fe76e2f"">metadata tool</a></p>
<p>A second metadata document, a readme, and a ""legend"" document are included with the downloadable dataset</p>
","<p>Quaternary Geology, Seamless Coverage of the Province of Ontario [computer file]. Sudbury, ON: Ontario Geological Survey, 2000.</p>
","<p>Scholars GeoPortal - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=1814496924"">Quaternary Geology of Ontario</a>.</p>",Delete,Library,Geology,Hamilton||Ontario,Shapefile,sites/default/files/geospatial/QuaternaryGeologyOnt.jpg,QuaternaryGeologyOnt.jpg,QuaternaryGeologyOnt.jpg
5834,Surficial Geology of Southern Ontario,2010,"<p>Ontario Geological Survey</p>
",Esri interchange file (.e00),Public,"<p>Data and associated documentation can be accessed through the <a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=MRD128-REV"">Geology Ontario website</a>.</p>","<p>A surficial geology map of the Province of Ontario, showing the distribution of surface and near-surface geological materials, mapped at a nominal depth of 1 metre. It illustrates surficial deposit types, material types, geological features (e.g. drumlins, eskers) and general bedrock types and outcrops. The data used in generating the map was derived from Quaternary maps, primarily at a scale of 1:50,000, completed by the OGS and Geological Survey of Canada for most of Southern Ontario over the past 40 years. Mappable attributes include but not limited to: permeability, formation, primary surficial material, age, formation, subepisode, phase, moraines, hummocky topography, gravel pits and quarries. <a href=""http://library.mcmaster.ca/maps/images/mrd128_h.jpg"">Raster image</a> of shaded relief is also included.</p>
","<p>Metadata file included with download and also available through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=cf19e016-766d-4cfb-acf4-9df6523fcd4d"">Land Information Ontario</a>.</p>
","<p>As recommended by the Ontario Geological Survey:</br>
Ontario Geological Survey 2010. Surficial geology of Southern Ontario; Ontario Geological Survey, Miscellaneous Release--Data 128-REV</p>
","<p>Several datasets are available at GeoPortal with a search for <a href=""http://geo1.scholarsportal.info/#r/search/_queries@=surficial;&fields@=;&sort=relevance&limit=all"">""Surficial Geology of Ontario""</a>.</p>",Delete,Library,Geology,Hamilton||Ontario,Shapefile,sites/default/files/geospatial/SurficialGeoOnt.jpg,SurficialGeoOnt.jpg,SurficialGeoOnt.jpg
5836,"Fisheries and Oceans Canada - Oceans, Habitat and Enhancement",Various,"<p>Fisheries and Oceans Canada</p>
",,Public,"<p><a href=""http://www-heb.pac.dfo-mpo.gc.ca/maps/maps-data_e.htm"">http://www-heb.pac.dfo-mpo.gc.ca/maps/maps-data_e.htm</a></p>
","<p>The Oceans, Habitat and Enhancement Spatial Data Holdings webpage provides users with a quick and easy way of scanning the data resources currently held in the GIS Unit's spatial data warehouse. This data has been organized under the following three broad categories: Themes, Images, and Basemaps.</p>
<p>Coverage is focused on fisheries in British Columbia, Yukon, Alaska and Washington. Some products can be downloaded and others are restricted access.</p>
<p>Keywords: Department of Fisheries (DFO) boundaries, hatcheries, Coast Guard sites, lightstations, spawning rivers, fish species, salmon, trout.</p>
<p>Several interactive map tools are available from the same website.</p>
","<p>Metadata available for each product.</p>
",,,Delete,Internet,Physical Environment||Water Resources,Canada,Interactive Map||Shapefile,sites/default/files/geospatial/fisheries_webpage.jpg,Fisheries_webpage.jpg,Fisheries and Oceans Canada webpage
5841,Data Sites for Individual States,Various,"<p>Lucinda Hall, Dartmouth College</p>
",Web-based data portals,Public,"<p><a href=""http://www.ala.org/ala/mgrps/rts/magert/publicationsab/statedata1.cfm"">Data sites for individual States</a></p>
","<p>This site is a directory of websites with GIS data for every state in the United States of America.</p>
",,,N/A,Delete,Internet,Boundaries||Portals,USA,,,,
5843,ATLAS Ontario Program,2001,"<p>Ontario Ministry of Natural Resources and ESRI Canada</p>
",,McMaster Students / Staff / Faculty only,"<p>An overview of the ATLAS program from the ESRI Canada Website: <a href=""http://www.esri.ca/english/3772.asp"">http://www.esri.ca/english/3772.asp</a></p>
","<p>The ATLAS Ontario Program is a joint project between OMNR and ESRI Canada which provides small datasets and ArcView lesson plans, relevant to 14 specific geographical areas in Ontario. This CD-ROM was originally intended to be used as teaching material for high school geography, but the datasets address many GIS applications and cover a variety of regions in Ontario, so it may be useful for undergraduate university students.  The lessons are different for each region, but the datasets are usually the same for each region. Some of the lessons also suggest use of data from the ArcCanada CD-ROM or an atlas.</p>
<p>Below is a list of the 14 regional datasets and the focus of the accompanying lesson plan</p>
<table border=""1"" width=""75%"" align=""center""><tbody><tr><td width=""36%"">
<div align=""center""><b>Geographical Region Represented</b></div>
</td>
<td valign=""top"" width=""64%"">
<div align=""center""><b>Focus of Lesson Plan</b></div>
</td>
</tr><tr><td width=""36%"">Holland Marsh</td>
<td width=""64%"">Sustainable development and urban growth</td>
</tr><tr><td width=""36%"">Kingston</td>
<td width=""64%"">Transportation</td>
</tr><tr><td width=""36%"">Leamington</td>
<td width=""64%"">High density agriculture</td>
</tr><tr><td width=""36%"">London</td>
<td width=""64%"">New subdivision</td>
</tr><tr><td width=""36%"">Mattawa</td>
<td width=""64%"">Promotion of Mattawa River Provincial Park</td>
</tr><tr><td width=""36%"">Niagara</td>
<td width=""64%"">Niagara Escarpment</td>
</tr><tr><td width=""36%"">Oak Ridges Moraine</td>
<td width=""64%"">Deer wintering areas</td>
</tr><tr><td width=""36%"">Orillia</td>
<td width=""64%"">Compare two ecozones</td>
</tr><tr><td width=""36%"">Oshawa</td>
<td width=""64%"">New recreational trail for tourism</td>
</tr><tr><td width=""36%"">Sault Ste. Marie</td>
<td width=""64%"">Cross-country ski trails</td>
</tr><tr><td width=""36%"">Sudbury</td>
<td width=""64%"">Evidence of meteor impact</td>
</tr><tr><td width=""36%"">Temagami</td>
<td width=""64%"">New provincial park</td>
</tr><tr><td width=""36%"">Thunder Bay</td>
<td width=""64%"">New resort</td>
</tr><tr><td width=""36%"">Tobermory</td>
<td width=""64%"">Hiking trails in Bruce National Park</td>
</tr></tbody></table><p>The following layers are included on the CD (please note that not all layers are available for each region): Agreement Forests, Boundaries, Concessions, Conservation Authority Areas, Contours, Deer Wintering Areas, Environmentally Sensitive Areas, National Parks, Nature Reserves, Nature Areas, Provincial Parks, Railways, Rivers, Roads, Significant Ecological Areas, Spot Heights, Trails, Water Barriers, Water Bodies, Wetlands.</p>
<p>Attribute data is limited.  Polygon shapefiles all have an ""area"" attribute.  Some have a ""name"" attribute"" some have a simple ""type"" attribute (e.g. the ""wetland"" layer contains five different wetland types).  Most line shapefiles have a ""type"" attribute as well (e.g. the ""roads"" layer is divided into primary, secondary, and tertiary road types).</p>
","<p>A brief metadata document is supplied to accompany the Ministry of Natural Resources datasets. A paper copy of this document is available in the Map Collection. There is a one page lesson plan in pdf format to accompany each regional dataset.</p>
","<p><em>The ATLAS Ontario Program</em> [CD-ROM]. (2001). Toronto, ON: Ontario Ministry of Natural Resources and ESRI Canada.</p>
",,Delete,Library,Boundaries||Human Environment||Physical Environment||Topography||Transportation||Water Resources,Ontario,Shapefile,sites/default/files/geospatial/AtlasOntario.jpg,AtlasOntario.jpg,Sample of ATLAS Ontario project data
5848,Niagara Escarpment Plan (NEP),Various,"<p>Niagara Escarpment Commission</p>
","Shapefile (.shp), PDF",Public,"Maps (PDF format) can be downloaded through the <a href=""https://www.escarpment.org/LandPlanning/NEP/niagaraEscarpmentMaps"">Niagara Escarpment Commission's website</a>, while the corresponding vector datasets can be downloaded through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/main.home"">Land Information Ontario</a> by doing a search for ""Niagara Escarpment"".","<p>Vector layers and PDF maps associated with the <a href=""http://www.escarpment.org/landplanning/plan/index.php"">Niagara Escarpment Plan</a>.  Maps (PDF format) can be downloaded through the <a href=""https://www.escarpment.org/LandPlanning/NEP/niagaraEscarpmentMaps"">Niagara Escarpment Commission's website</a>, while the corresponding vector datasets can be downloaded through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/main.home"">Land Information Ontario</a> by doing a search for ""Niagara Escarpment"". The Niagara Escarpment Plan GIS files includes boundaries for seven land-use designations (Natural, Protection, Rural, Recreation, Urban, Minor Urban and Mineral Resource Extraction).</p>
","<p>Metadata available for each record in Land Information Ontario.</p>
","<p>Niagara Escarpment Plan Boundary [computer file]. (2005). Georgetown, ON: Niagara Escarpment Commission.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1734748516"">Niagara Escarpment Plan Boundary</a></p>",Delete,Library,Boundaries||Physical Environment,Hamilton||Ontario,Shapefile,sites/default/files/geospatial/NEP.jpg,,
5951,Greater Toronto Area (GTA) Orthophotography Project 2002,2002,"<p>J.D. Barnes First Base Solutions Inc.</p>
",MrSID,McMaster Students / Staff / Faculty only,,"<p>Data provided by Ontario Geospatial Data Exchange (OGDE).  Data are available in 1 km tiles.</p>
<p>Coverage for this product includes areas within the Regions of Durham York, Peel & Halton, the City of Toronto, Golden Horseshoe, Niagara Peninsula and the City of Hamilton: This includes Ajax, Aurora, Brampton, Brock, Burlington, Caledon, Clarington, Etobicoke, Georgina, Grimsby, Gwillimbury, Halton Hills, Hamilton, King, Markham, Milton, Mississauga, Newmarket, Niagara Falls, Oakville, Oshawa, Pickering, Richmond Hill, St. Catharines, Scarborough, Scugog, Stouffville, City of Toronto, York, East York, North York, Uxbridge, Vaughan and Whitby.</p>
<p>An index to images available is provided through <a href=""http://geo1.scholarsportal.info/#r/search/_queries@=Greater%20Toronto%20Area%20coverage;&fields@=;&sort=relevance&limit=entitled"">Scholars GeoPortal</a>. To request these images, please record the numbers of the tiles you need.</p>
","<p>Metadata is available through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=6c781b9a-274a-4d5a-a404-5c24d4982786"">Land Information Ontario</a>.</p>

","<p>J.D. Barnes Ltd. <em>Greater Toronto Area Digital Orthophotos 2002</em> [digital photograph]. Markham ON: Ontario Ministry of Natural Resources, 2002.</p>
<p>Copyright statement required on any map or publication produced using this data:<br />
""Produced by (researcher's name), McMaster University, with Data supplied under Licence by Members of the Ontario Geospatial Data Exchange.""</p>
","<a href=""http://geo1.scholarsportal.info/#r/search/_queries@=GTA%202002;&fields@=;&sort=relevance&limit=entitled"">Scholars GeoPortal</a>.",Delete,Library,Remote Sensing and Air Photos,Hamilton||Ontario,MrSID,sites/default/files/geospatial/toronto2002.JPG,,Sample of Greater Toronto orthophoto 2002
5953,Greater Toronto Area (GTA) Orthophotography Project 2007,2007,"<p>J.D. Barnes First Base Solutions Inc.</p>
",MrSID,McMaster Students / Staff / Faculty only,"<p>Available for download through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=2201565305"">Scholars GeoPortal</a>.</p>","<p>Data provided by Ontario Geospatial Data Exchange (OGDE).  Data are available in 1 km tiles.</p>
<p>Coverage for this product includes areas within the Regions of York, Peel & Halton, the City of Toronto and the City of Hamilton including Aurora, Brampton, Burlington, Caledon, Georgina, Gwillimbury, Halton Hills, Hamilton, King, Markham, Milton, Mississauga, Newmarket, Oakville, Richmond Hill, Stouffville, City of Toronto, Etobicoke, York, East York, North York, Scarborough, and Vaughan.</p>
<p>Indexes to these images are available (courtesy of University of Waterloo Map Library):</p>
<ul><li>Toronto 15 cm <a href=""http://www.lib.uwaterloo.ca/locations/umd/digital/documents/Toronto15.pdf"">http://www.lib.uwaterloo.ca/locations/umd/digital/documents/Toronto15.pdf</a></li>
<li>Hamilton 15 cm <a href=""http://www.lib.uwaterloo.ca/locations/umd/digital/documents/Hamilton15.pdf"">http://www.lib.uwaterloo.ca/locations/umd/digital/documents/Hamilton15.pdf</a></li>
<li>Mississauga 15 cm <a href=""http://www.lib.uwaterloo.ca/locations/umd/digital/documents/PeelMississauga15.pdf"">http://www.lib.uwaterloo.ca/locations/umd/digital/documents/PeelMississauga15.pdf</a></li>
<li>Peel 20 cm <a href=""http://www.lib.uwaterloo.ca/locations/umd/digital/images/Peel.jpg"">http://www.lib.uwaterloo.ca/locations/umd/digital/images/Peel.jpg</a></li>
<li>Halton 20 cm <a href=""http://www.lib.uwaterloo.ca/locations/umd/digital/documents/Halton20.pdf"">http://www.lib.uwaterloo.ca/locations/umd/digital/documents/Halton20.pdf</a></li>
<li>Halton 15 cm <a href=""http://www.lib.uwaterloo.ca/locations/umd/digital/documents/Halton15.pdf"">http://www.lib.uwaterloo.ca/locations/umd/digital/documents/Halton15.pdf</a></li>
<li>York 20 cm <a href=""http://www.lib.uwaterloo.ca/locations/umd/digital/documents/York20.pdf"">http://www.lib.uwaterloo.ca/locations/umd/digital/documents/York20.pdf</a></li>
</ul><p>To request these files, please provide the tile numbers of the images you need.</p>
","<p>Metadata is available through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=e8eadf33-baec-4f8e-99e5-87aa910078ff"">Land Information Ontario</a>.</p>

","<p>J.D. Barnes First Base Solutions. <em>City of Toronto Orthophotos 2007 </em>[digital photograph]. Toronto ON: J.D. Barnes First Base Solutions, 2007.</p>
<p>Copyright statement required on any map or publication produced using this data:<br />
""Produced by (researcher's name), McMaster University, with Data supplied under Licence by Members of the Ontario Geospatial Data Exchange.""</p>
","<p>Available for download through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=2201565305"">Scholars GeoPortal</a>.</p>",Delete,Library,Remote Sensing and Air Photos,Hamilton||Ontario,MrSID,sites/default/files/geospatial/toronto_2007.JPG,toronto_2007.JPG,Sample of Greater Toronto orthophoto 2007
5978,"Canadian Digital Elevation Data (1:250,000)",2012,"<p>Natural Resorces Canada</p>
",Digital Elevation Model (.dem),Public,"<p>Canadian Digital Elevation Data (CDED) can be downloaded from <a href=""http://www.nrcan.gc.ca/earth-sciences/geography/topographic-information/free-data-geogratis/download-directory-documentation/17215"">Natural Resources Canada</a>.</p>
","<p>Digital elevation data consists of an ordered array of ground elevations sampled at regular intervals over each grid area.   Aside from estimating point elevations, digital elevation has a variety of applications, including terrain modeling, line of sight analysis, water flow and flooding analysis, and many others.</p>
<p>In this dataset, spacing between elevation values varies with latitude. The values for East/West range from 3 to 12 arc seconds, or 30 to 70 metres. Spacing is always 3 arc seconds or about 93 metres for North/South.</p>
<p>The data are provided in separate tiles according to the Canadian National Topographic System (1:250 000) map boundaries. For example, the local area appears as two map sheets: 30M, and 40P, and each sheet is further divided into an Eastern and a Western tile.  Each tile contains 1201 elevation points x 1201 elevation points, for a total of 1,442,401 elevation points.   A higher resolution dataset (1:50,000) is also available, but both datasets provide complete coverage of Canada.</p>
<p>Other Keywords: DEM, Digital Elevation Model</p>
","<p>Documentation for the Canadian Digital Elevation Data (CDED) can be viewed and downloaded from <a href=""http://www.nrcan.gc.ca/earth-sciences/geography/topographic-information/free-data-geogratis/download-directory-documentation/17215"">Natural Resources Canada</a>.</p>
<p>A Metadata file is also included with the download.</p>
","<p>Canadian Digital Elevation Data [computer file]. Ottawa, ON: Natural Resources Canada  [2000-2009].</p>
<p>Use of the data is subject to the Open Government Licence – Canada. The License Agreement can be viewed in full at the following link: <a href=""http://open.canada.ca/en/open-government-licence-canada"">http://open.canada.ca/en/open-government-licence-canada</a></p>
",N/A,Delete,Internet,Topography,Canada||Hamilton||Ontario,ASCII,sites/default/files/geospatial/sample250.JPG,sample250.JPG,sample250.JPG
6024,Geographic Townships (Improved),2013,"<p>Ministry of Natural Resources</p>
",Shapefile (.shp),Public,"<p>Available for download through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=f65fad7c-914b-4759-a215-1c18837ac171"">Land Information Ontario</a>.</p>
","<p>This dataset provides delineation of all Geographic Townships in Ontario.  It was created using Ontario Base Maps (OBM) physical features and survey data, as well as Ontario Ministry of Natural Resources Base Map Areas for ""Unorganized"" areas, and aerial photographs, when necessary.  The purpose of this product is to provide a geographic reference to the fundamental land subdivision of the Province, as it was originally surveyed.  Since it is unedited, it is only intended for administrative and spatial reference purposes, not for survey purposes.</p>
<p>Additional keywords associated with this dataset: administration, administrative fabric, crown land, educational resources, g-plans, northern ontario, township, unorganized area.</p>
","<p>Available through Land Information Ontario's <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=f65fad7c-914b-4759-a215-1c18837ac171"">Metadata Management Tool</a>.</p>
<p>A copy of the general metadata document, as well as a brief ""Readme"" document are included with the downloadable dataset</p>
","<p>Ontario Ministry of Northern Development and Mines 2004. <em>Township and Unorganized Area Fabric for Ontario</em>; Ontario Geological Survey, Data Set 12.</p>
","<p>Available for download through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=2435576569"">Scholars GeoPortal</a>.</p>",Delete,Internet,Boundaries||Human Environment,Hamilton||Ontario,Shapefile,sites/default/files/geospatial/ERLIS12.jpg,ERLIS12.jpg,ERLIS12.jpg
6025,Ontario Drill Hole Database,1940 to 2011,"<p>Northern Development and Mines</p>
",Google Earth (.kml),Public,"<p><a href=""https://www.ontario.ca/data/ontario-drill-hole-database"">https://www.ontario.ca/data/ontario-drill-hole-database</a></p>
","<p>The Ontario Drill Hole Database contains index information for more than 126,000 percussion, overburden, sonic and diamond drill holes from assessment files on record with the Mines and Minerals Division. Attribute data include location, company name, company hole number, hole orientation, hole depth, and overburden depth if applicable. The presence of assay results within cutoff values for gold, silver, copper, zinc, lead, nickel and platinum group elements is noted.  The purpose of this dataset is to assist exploration companies in their efforts to locate new deposits and allow research within the Province of Ontario through effective access to drill hole records in Ontario.</p>
<p>Additional keywords associated with this dataset: drills, drilling, geochemical, geochemistry, geophysics, mineral exploration, minerals, Ministry of Northern Development and Mines, MNDM, Northern Ontario.</p>
","<p>Product metadata can be found on the Land Information Ontario (LIO) <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=f5c81bba-a4b1-4cc4-b534-1f2e765e2c26"">metadata tool</a></p>
","<p>Northern Development and Mines [year database accessed]. <em>Ontario Drill Hole Database</em>; Northern Development and Mines.</p>
","<p>Scholars GeoPortal - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3214395241"">Ontario Drill Hole Database</a></p>",Delete,Internet,Geology,Hamilton||Ontario,Shapefile,sites/default/files/geospatial/ERLIS13.jpg,ERLIS13.jpg,ERLIS13.jpg
6034,Geology of Ontario - Topographic Base Map,1993,"<p>Ontario Geological Survey</p>
","AutoCAD (.dwg, .dxf)",Public,"<p>Ontario Geological Survey - <a href=""http://www.geologyontario.mndm.gov.on.ca/dtSearch/dtisapi6.dll?cmd=getdoc&DocId=50422&Index=%2a%7baa02399cc101a0e3be8aea412f6a2f9b%7d%20PUB&HitCount=1&hits=24+&SearchForm=%2findex%2ehtml"">Topographic Base Map: Seamless Coverage of the Province of Ontario</a>.</p>
","<p>This dataset contains a seamless topographic base map for the province of Ontario in digital format which serves as a reference layer for other ERLIS datasets.  It contain items such as hydrology, road and railroad  networks, town and city locations, and political boundaries.</p>
<p>Additional keywords associated with this file: administration, administrative fabric, highways, lakes, rivers, meridian and base lines MNDM, OGS, townships.</p>
","<p>Metadata is available through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=e8528890-c23a-4594-92da-ec0cd3b8caf8"">Land Information Ontario</a></p>
<p>A ""readme"" document, which includes a list of layers, is included with the downloadable dataset.</p>
","<p>Ontario Geological Survey, 1993.  Topographic Base, Seamless Coverage of the Province of Ontario.  Ontario Geological Survey, Data Set 22.</p>",N/A,Delete,Internet,Boundaries||Geology||Human Environment||Transportation||Water Resources,Hamilton||Ontario,DWF,sites/default/files/geospatial/ERLIS22.jpg,ERLIS22.jpg,ERLIS22.jpg
6038,GeoConnections Discovery Portal,Various,,,Public,"<p><a href=""http://geodiscover.cgdi.ca/web/guest/home?portalLangID=en_US"">http://geodiscover.cgdi.ca/web/guest/home?portalLangID=en_US</a></p>
","<p>The GeoConnections Discovery Portal provides an infrastructure through which one can search and access geospatial data from many organizations.  The directory contains over 9000 databases from over 600 organizations.  These databases can be searched by data format , geographic extent, and type of geography.  Not all data sources in the directory can be accessed for free, but the queries can be filtered such that only free sources are shown.  Please be aware that some free resources, such as GeoBase, require you to make an account before you can access data.  Although this directory contains data at a global extent, it is a Canada-centric website, and therefore many databases will portray Canadian information.</p>
<hr /><p>The following topics and sub-topics are available filters for the geospatial data search:</p>
<p><strong>Atmosphere/Weather:</strong> Current weather and forecasts, General climate data, Weather disasters, Winds</p>
<p><strong>Geology:</strong> Earthquakes</p>
<p><strong>Land Surface:</strong> Agriculture, Forestry, Land use, Snow, Soil, Topography, Vegetation</p>
<p><strong>Water:</strong> Freshwater, Hydrogeology, Lake ice, Oceans, Sea ice</p>
<hr /><p> </p>
","<p>In the search results, each item will have a link on the right that says ""full metadata"", which will take you to a separate metadata webpage.  The search result will also show a checkmark icon next to some items, meaning that the metadata for that item has been verified. Most datasets are for sale - look for an icon indicating those which can be obtained free.</p>
",,,Delete,Internet,Climate||Geology||Human Environment||Physical Environment||Remote Sensing and Air Photos||Soils||Topography||Water Resources||Portals,Canada||Hamilton||Ontario||USA||World,ASCII,,,
6039,Hydrometric Database,2013,"<p>Environment Canada, Water Survery of Canada (WSC)</p>
",Comma-separated values (.csv),Public,"<p>Water Survey of Canada - <a href=""https://www.canada.ca/en/environment-climate-change/services/water-overview/quantity/monitoring/survey/data-products-services.html"">Data products and services</a>.</p>
","<p>The Water Survey of Canada is a branch of Environment Canada which provides comprehensive flow or surface water level data for rivers across Canada.  For each hydrometric station, one can query daily or monthly flow or water level rates for the years that the station was active.  Some stations only have records for a few years, while others have records for over 80 consecutive years.  Some stations also have records for sediment loads and concentrations.</p>
<p>The data are provided in tabular (.csv) format. A separate table contains the coordinates of the stations in latitute/longitude and can be plotted on a map and joined with the corresponding hydrometric data or opened in Excel.</p>
","<p>Database definitions and release notes available through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=135825224"">Scholars GeoPortal</a>.</p>
","<p>Water Survey of Canada. <em>HYDAT Database</em>. Ottawa, ON: Environment Canada, Water Survey of Canada, 2013.</p>","<p>HYDAT Database is available for download through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=135825224"">Scholars GeoPortal</a>.</p>",Delete,Internet,Water Resources,Canada||Hamilton||Ontario,Interactive Map||Excel,sites/default/files/geospatial/WSC.jpg,WaterSurveyCanada,WaterSurveyCanada
6058,Waste Management Site,2012,"<p>Ministry of Natural Resources</p>
",Shapefile (.shp),Public,"<p>Available for download through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=630bb67d-ae0c-4093-b1fd-dc8d27035b01"">Land Information Ontario</a>.</p>","<p>Location of known waste management sites within Ontario. This dataset includes information pertaining to the type of waste management site (compost, hazardous, household, etc.) in addition to its status and location. Additional supplementary tables are available.</p>
","<p>Metadata is available through the Land Information Ontario link provided. <a href=""http://geo.scholarsportal.info/#r/details/_uri@=1732883957&_add:true_nozoom:true"">Scholars GeoPortal</a> also includes a user guide, data description, and supplementary tables.</p>
","<p>Waste Management Branch: Ministry of the Environment. <em>Waste Disposal Site Inventory</em> [computer file]. Toronto, ON: GIS Services, University of Toronto Libraries, 2005.</p>
","<p>Scholars GeoPortal - <a href=""http://geo.scholarsportal.info/#r/details/_uri@=173288395"">Waste Management Site</a></p>",Delete,Library,Human Environment,Hamilton||Ontario,Shapefile,sites/default/files/geospatial/disposal_sites.jpg,disposal_sites.jpg,disposal_sites.jpg
6059,Postal2Census Translation Table,2007 - 2014,"<p>DMTI Spatial Inc.</p>
",Table,McMaster Students / Staff / Faculty only,"<p>Available for download from <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3023771738"">Scholars GeoPortal</a>.</p>","<p>This table contains explicit and unilateral relationships of 6-digit postal code point geometry to census geography at the Census Tract (CT), Census Division (CD), and Census Subdivision (CSD) levels, as delineated in the 1996 and 2001 periods.  The purpose of this table is to provide a bridge between current Canadian postal code points and historic geography boundaries.</p>
<p>This table was specifically created to complement the DMTI product ""Platinum Postal Suite"".  More information about Platinum Postal Suite can be found on the <a href=""http://library.mcmaster.ca/maps/geospatial/platinum-postal-suite-0"">library's website</a> .  This table can be joined to the MEP point file provided in Platinum Postal Suite using the ""MEP_ID"" field.  The point file and the table must be of the same version in order to join correctly.</p>
<p>Please note that this table is extremely large, containing over 1.3 million records.  It will often cause ArcMap to crash if handled incorrectly.  It is prudent to first determine which MEPs are of interest to you, using the MEP file from Platinum Postal Suite, then selecting those records out of the table and working with the subset.</p>
<p>Available to Canadian universities under <a href=""http://prod.library.utoronto.ca:8090/maplib/DMTI/"" class=""ext"">DMTI Spatial SMART Consortium agreement</a>.  The earliest version of this data available through McMaster University Library is 2006. Annual updates are received in October or November of every year, so a version is available for each year after 2006.</p>
","<p>A user guide in PDF format is supplied with the files.  A paper copy is also available in the Map Collection.</p>
","<p>Author. <i>Title</i> [format].  Edition.  Place of publication: Publisher, Date.</p>
<p>Example:  DMTI Spatial Inc. <i>Postal2Census Translation Table </i>[computer file].  v2009.3. Markham ON: DMTI Spatial Inc., 2009.</p>
","<p>Available for download from <a href=""http://geo.scholarsportal.info/#r/details/_uri@=3023771738"">Scholars GeoPortal</a>.</p>",Delete,Library,Boundaries,Canada||Hamilton||Ontario,ASCII,,,
