result - array,result - services - array,result - services - link,result - services - protocol,result - services - type,result - services - boundingbox - area,result - services - boundingbox - upperleft - Point - coordinates,result - services - boundingbox - lowerleft - Point - coordinates,result - services - boundingbox - upperright - Point - coordinates,result - services - boundingbox - lowerright - Point - coordinates,result - publish-date - date,result - publish-date - date-type,result - id,result - uri,result - date,result - index,result - title,result - producer,result - abstract,result - entitled,result - boundingbox - area,result - boundingbox - upperleft - Point - coordinates,result - boundingbox - lowerleft - Point - coordinates,result - boundingbox - upperright - Point - coordinates,result - boundingbox - lowerright - Point - coordinates,result - collections,result - notqueryable,result - fileIdentifier,result - notdownloadable,result - thumbnail,result - holdings,result - revision-date
,TRUE,http:__maps.scholarsportal.info/files/zips/DLI/DLI_2007_Intercensal_RNF_Eng_Nat_rnf.zip,file,(vector) {2007} <uri:/NAP/DLI_2007_Intercensal_RNF_Eng_Nat_rnf.xml>,3603.931367,"-141.001333,82.514468","-141.001333,41.736231","-52.622540,82.514468","-52.622540,41.736231",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DLI/DLI_2005_Intercensal_RNF_Eng_Nat_rnf.zip,file,(vector) {2005} <uri:/NAP/DLI_2005_Intercensal_RNF_Eng_Nat_rnf.xml>,3603.931367,"-141.001333,82.514468","-141.001333,41.736231","-52.622540,82.514468","-52.622540,41.736231",,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_OHN_HPOLY/MapServer,http,Tiled map service (vector),,,,,,8/12/2010,creation,2659596216,/NAP/OGDE_OHN_HPOLY.xml,11/8/2011,487,Ontario Hydro Network (OHN) - Hydrographic Polygon,Ontario Ministry of Natural Resources,"<p> Revision Note: Please note that this dataset has been revised and is available from the Land Information Ontario (LIO) Warehouse.</p> <p>Natural or manmade features that occur on waterbodies or watercourses which may pose hazards or impediments to waterflow or navigation. Some features are represented as all three types, point, line and polygon for use at different scales while other features are represented only as points or lines or polygons.</p> <p> · Falls - A perpendicular or steep drop in a body of water over which water flows. </p> <p>· Rapids - A fast-flowing, often turbulent, section of a body of water, generally containing exposed rocks or boulders.</p> <p> · Rocks - A rock or earthen formation always visible above the water surface. </p> <p>· Dam - A feature representing an obstacle that disturbs or impedes the flow of surface water, excluding beaver dams, water-crossings and culverts. </p> <p>· Hydro Wall - A manmade structure built in a waterbody and possibly extending onshore, or built along a waterbody forming the shoreline, that does not allow water to pass under it, but allows water to pass around it. Hydro walls may extend along and/or may be contained within a waterbody, and may include wharfs, docks, piers, jetties, headwalls, groynes, locks, berms or embankments.</p> <p>· Lock-Gate - A gate on a navigable canal used to raise or lower the water level so that boats may pass from one level to another. </p> <p>· Sea Lamprey Barrier - A feature on a watercourse or waterbody that forms a barrier (either electrical or physical) to the migration of Sea Lamprey. </p> <p>· Wreck - The remains of a grounded ship that is partially above the water surface. </p><p> Supplementary look-up data tables are used and are referenced in the additional documentation - SNIF report.</p>",TRUE,316.442521,"-95.15699,56.85012","-95.15699,41.67230","-74.30798,56.85012","-74.30798,41.67230",OGDE,0,2659596216,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_OHN_HPOLY.png,/zips/OGDE/OGDE_OHN_HPOLY.zip,8/12/2010
,,,,,,,,,,8/12/2010,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2015_CMCS_BridgesLine/MapServer,http,(vector) Tiled map service,,,,,,9/1/2015,publication,3813219586,/NAP/DMTI_2015_CMCS_BridgesLine.xml,3/27/2017,488,Bridges Line,DMTI Spatial Inc.,"<p>This layer includes structures built to span physical obstacles such as a body of water, valley, or road, for the purpose of providing passage over the obstacle. The associated layer data includes elevation on both sides and classification of bridge type (i.e. covered, movable, etc.). </p><p> Supporting documentation is available in the Data Dictionary and User Manual.</p>",TRUE,3351.663952,"-140.948014,79.967735","-140.948014,41.996602","-52.679277,79.967735","-52.679277,41.996602",DMTI,0,3813219586,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_BridgesLine.png,/zips/DMTI/DMTI_2015_CMCS_BridgesLine.zip,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_RESTAREA/MapServer,http,Tiled map service (vector),,,,,,6/9/1998,creation,1939921448,/NAP/OGDE_RESTAREA.xml,10/29/2013,489,Resting Area,Ontario Ministry of Natural Resources,"<p>This data set can be used to identify the location of a resting area, which is a polygon feature that identifies an area where a certain species is known to habitually sleep or rest.</p><p> Different Resting Area types collected by the Natural Resources Values Information System (NRVIS) include:</p><li>Osprey Resting Area</li><p>Supplementary tables can be used and are available for download from the additional documentation section. Supplementary look-up table descriptions are available in the data description document, which is available for download from the additional documentation section.</p>",TRUE,9.989985467,"-83.216698,46.243879","-83.216698,44.756197","-76.501563,46.243879","-76.501563,44.756197",OGDE,0,1939921448,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_RESTAREA.png,/zips/OGDE/OGDE_RESTAREA.zip,11/2/2004
,,,,,,,,,,11/2/2004,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2014_CanMapRL_Streets_TLC_ALL_PROV/MapServer,http,Tiled Map Service (vector) {2014}<uri:/NAP/DMTI_2014_CanMapRL_Streets_TLC_ALL_PROV.xml>,2175.840939,"-135.220312,68.369352","-135.220312,42.026176","-52.624313,68.369352","-52.624313,42.026176",6/21/2001,publication,2234962243,/NAP/DMTI_CanMapRL_Streets_TLC_ALL_PROV_series.xml,6/24/2015,490,Trail Casements (TLC),DMTI Spatial Inc.,<p>Casements are buffers of all road segments containing street name and uniqueID of road buffered.</p>,TRUE,2175.840939,"-135.220312,68.369352","-135.220312,42.026176","-52.624313,68.369352","-52.624313,42.026176",DMTI,0,2234962243,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Streets_TLC_ALL_PROV.png,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2013_CanMapRL_Streets_TLC_ALL_PROV/MapServer,http,Tiled Map Service (vector) {2013}<uri:/NAP/DMTI_2013_CanMapRL_Streets_TLC_ALL_PROV.xml>,2175.886776,"-135.220312,68.369352","-135.220312,42.026176","-52.622573,68.369352","-52.622573,42.026176",5/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2012_CanMapRL_Streets_TLC_ALL_PROV/MapServer,http,Tiled Map Service (vector) {2012}<uri:/NAP/DMTI_2012_CanMapRL_Streets_TLC_ALL_PROV.xml>,2175.886776,"-135.220312,68.369352","-135.220312,42.026176","-52.622573,68.369352","-52.622573,42.026176",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapRL_Streets_TLC_ALL_PROV/MapServer,http,Tiled Map Service (vector) {2011}<uri:/NAP/DMTI_2011_CanMapRL_Streets_TLC_ALL_PROV.xml>,2175.886776,"-135.220312,68.369352","-135.220312,42.026176","-52.622573,68.369352","-52.622573,42.026176",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapRL_Streets_TLC_ALL_PROV/MapServer,http,Tiled Map Service (vector) {2010}<uri:/NAP/DMTI_2010_CanMapRL_Streets_TLC_ALL_PROV.xml>,2175.886776,"-135.220312,68.369352","-135.220312,42.026176","-52.622573,68.369352","-52.622573,42.026176",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapRL_Streets_TLC_ALL_PROV.zip,file,(vector) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapRL_Streets_TLC_CAN.zip,file,(vector){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapRL_Streets_TLC_ALL_PROV.zip,file,(vector){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapRL_Streets_TLC_ALL_PROV.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapRL_Streets_TLC_ALL_PROV.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2004_CanMapRL_Streets_TLC_ALL_PROV.zip,file,(vector){2004},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2003_CanMapRL_Streets_TLC_ALL_PROV.zip,file,(vector){2003},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2002_CanMapRL_Streets_TLC_ALL_PROV.zip,file,(vector){2002},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2001_CanMapRL_Streets_TLC_ALL_PROV.zip,file,(vector){2001},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2014_CanMapRL_Topo_VER_ALL_PROV/MapServer,http,Tiled map service (vector) {2014}<uri:/NAP/DMTI_2014_CanMapRL_Topo_VER_ALL_PROV.xml>,2180.791307,"-135.278318,68.380935","-135.278318,41.994605","-52.629791,68.380935","-52.629791,41.994605",6/21/2001,publication,647536577,/NAP/DMTI_CanMapRL_Topo_VER_ALL_PROV_series.xml,6/30/2015,491,Vegetation (VER),DMTI Spatial Inc.,<p>Vegetation is an area covered with shrubs or trees.</p>,TRUE,2180.791307,"-135.278318,68.380935","-135.278318,41.994605","-52.629791,68.380935","-52.629791,41.994605",DMTI,0,647536577,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Topo_VER_ALL_PROV.png,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2013_CanMapRL_Topo_VER_ALL_PROV/MapServer,http,Tiled map service (vector) {2013}<uri:/NAP/DMTI_2013_CanMapRL_Topo_VER_ALL_PROV.xml>,2180.341038,"-135.278318,68.380935","-135.278318,42.000053","-52.629791,68.380935","-52.629791,42.000053",5/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2012_CanMapRL_Topo_VER_ALL_PROV/MapServer,http,Tiled map service (vector) {2012}<uri:/NAP/DMTI_2012_CanMapRL_Topo_VER_ALL_PROV.xml>,2180.341038,"-135.278318,68.380935","-135.278318,42.000053","-52.629791,68.380935","-52.629791,42.000053",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapRL_Topo_VER_ALL_PROV/MapServer,http,Tiled map service (vector) {2011}<uri:/NAP/DMTI_2011_CanMapRL_Topo_VER_ALL_PROV.xml>,2180.341038,"-135.278318,68.380935","-135.278318,42.000053","-52.629791,68.380935","-52.629791,42.000053",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapRL_Topo_VER_ALL_PROV/MapServer,http,Tiled map service (vector) {2010}<uri:/NAP/DMTI_2010_CanMapRL_Topo_VER_ALL_PROV.xml>,2180.341038,"-135.278318,68.380935","-135.278318,42.000053","-52.629791,68.380935","-52.629791,42.000053",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapRL_Topo_VER_ALL_PROV.zip,file,(vector) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapRL_Topo_VER_CAN.zip,file,(vector){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapRL_Topo_VER_ALL_PROV.zip,file,(vector){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapRL_Topo_VER_ALL_PROV.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapRL_Topo_VER_ALL_PROV.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2004_CanMapRL_Topo_VER_ALL_PROV.zip,file,(vector){2004},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2003_CanMapRL_Topo_VER_ALL_PROV.zip,file,(vector){2003},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2002_CanMapRL_Topo_VER_ALL_PROV.zip,file,(vector){2002},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2001_CanMapRL_Topo_VER_ALL_PROV.zip,file,(vector){2001},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_ad/MapServer,http,Service de carte mis en cache (données vectorielles){Aires de diffusion}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_ad.xml>,3664.48414,"-141.018073,83.135502","-141.018073,41.681435","-52.619409,83.135502","-52.619409,41.681435",5/1/2007,publication,877935254,/NAP/DLI_2006_Census_CBF_Fr.xml,6/7/2016,492,"Fichiers des Limites Cartographiques (FLC), Recensement de 2006",Statistique Canada,"<p>Cette série de données contient tous les fichiers des limites cartographiques (FLC) produit par Statistique Canada pour le recensement de 2006. Cela inclut les ensembles de données suivants:</p> <ul> <li>Aires de diffusion </li> <li>Circonscriptions électorales fédérales, ordonnance de représentation de 2003</li> <li>Divisions de recensement</li> <li>Divisions de recensement - écoumène agricole</li> <li>Divisions de recensement - écoumène de population</li> <li>Îlots de diffusion</li> <li>Localités désignées</li> <li>Provinces et Territoires</li> <li>Régions agricoles</li> <li>Régions de tri d’acheminement </li> <li>Régions économiques</li><li>Régions métropolitaine de recensement et agglomérations de recensement</li><li>Régions urbaines</i> <li>Secteurs de recensement</li><li>Subdivisions de recensement</li> <li> Subdivisions de recensement unifies</li> </ul><p> Fichiers d’hydrographie, et autres fichiers de référence et de documentation, sont disponibles pour téléchargement à partir de Scholars Geoportal. </p>",TRUE,3664.484229,"-141.018073,83.135503","-141.018073,41.681435","-52.619409,83.135503","-52.619409,41.681435",DLI,0,877935254,0,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2006_Census_CBF_Fr_Nat_dr.png,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_cef/MapServer,http,"Service de carte mis en cache (données vectorielles){Circonscriptions électorales fédérales, ordonnance de représentation de 2003}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_cef.xml>",3664.484182,"-141.018073,83.135502","-141.018073,41.681435","-52.619408,83.135502","-52.619408,41.681435",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_dr/MapServer,http,Service de carte mis en cache (données vectorielles){Divisions de recensement}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_dr.xml>,3664.484229,"-141.018073,83.135503","-141.018073,41.681435","-52.619409,83.135503","-52.619409,41.681435",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_eca/MapServer,http,Service de carte mis en cache (données vectorielles){Divisions de recensement - écoumène agricole}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_eca.xml>,3688.01611,"-141.006865,83.116518","-141.006865,41.368664","-52.666609,83.116518","-52.666609,41.368664",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_eco/MapServer,http,Service de carte mis en cache (données vectorielles){Divisions de recensement - écoumène de population}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_eco.xml>,3661.873904,"-141.018073,83.135502","-141.018073,41.710963","-52.619409,83.135502","-52.619409,41.710963",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_id/MapServer,http,Service de carte mis en cache (données vectorielles){Îlots de diffusion}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_id.xml>,3664.484229,"-141.018073,83.135503","-141.018073,41.681435","-52.619409,83.135503","-52.619409,41.681435",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_ld/MapServer,http,Service de carte mis en cache (données vectorielles){Localités désignées}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_ld.xml>,1657.823039,"-136.304291,62.111417","-136.304291,42.255766","-52.810527,62.111417","-52.810527,42.255766",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_DBF_Fr_Nat_pr/MapServer,http,Service de carte mis en cache (données vectorielles){Provinces et Territoires}<uri:/NAP/DLI_2006_Census_DBF_Fr_Nat_pr.xml>,3664.484229,"-141.018073,83.135503","-141.018073,41.681435","-52.619409,83.135503","-52.619409,41.681435",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_rar/MapServer,http,Service de carte mis en cache (données vectorielles){Régions agricoles}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_rar.xml>,1806.568952,"-139.052201,62.582865","-139.052201,41.681435","-52.619409,62.582865","-52.619409,41.681435",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_rta/MapServer,http,Service de carte mis en cache (données vectorielles){Régions de tri d’acheminement}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_rta.xml>,3664.48414,"-141.018073,83.135502","-141.018073,41.681435","-52.619409,83.135502","-52.619409,41.681435",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_ld/MapServer,http,Service de carte mis en cache (données vectorielles){Régions économiques}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_re.xml>,3664.484229,"-141.018073,83.135503","-141.018073,41.681435","-52.619409,83.135503","-52.619409,41.681435",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_rmr/MapServer,http,Service de carte mis en cache (données vectorielles){Régions métropolitaine de recensement et agglomérations de recensement}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_rmr.xml>,1721.349383,"-136.025764,62.541256","-136.025764,41.903148","-52.619408,62.541256","-52.619408,41.903148",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_ru/MapServer,http,Service de carte mis en cache (données vectorielles){Régions urbaines}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_ru.xml>,2240.807666,"-135.223745,69.121012","-135.223745,41.982689","-52.653880,69.121012","-52.653880,41.982689",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_DBF_Fr_Nat_sr/MapServer,http,Service de carte mis en cache (données vectorielles){Secteurs de recensement}<uri:/NAP/DLI_2006_Census_DBF_Fr_Nat_sr.xml>,903.5039467,"-124.699055,54.552588","-124.699055,42.017788","-52.619409,54.552588","-52.619409,42.017788",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_DBF_Fr_Nat_sdr/MapServer,http,Service de carte mis en cache (données vectorielles){Subdivisions de recensement}<uri:/NAP/DLI_2006_Census_DBF_Fr_Nat_sdr.xml>,3664.484229,"-141.018073,83.135503","-141.018073,41.681435","-52.619409,83.135503","-52.619409,41.681435",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_sru/MapServer,http,Service de carte mis en cache (données vectorielles){Subdivisions de recensement unifies}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_sru.xml>,3666.419436,"-141.018073,83.135503","-141.018073,41.676949","-52.582296,83.135503","-52.582296,41.676949",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_riviereEau/MapServer,http,Service de carte mis en cache (données vectorielles){Couvertures hydrographiques supplémentaires - Rivière}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_riviereEau.xml>,3578.258432,"-141.001303,82.451596","-141.001303,41.958676","-52.633795,82.451596","-52.633795,41.958676",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_lacEau/MapServer,http,Service de carte mis en cache (données vectorielles){Couvertures hydrographiques supplémentaires - Lac}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_lacEau.xml>,3578.258432,"-141.001303,82.451596","-141.001303,41.958676","-52.633795,82.451596","-52.633795,41.958676",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_EcHy/MapServer,http,Service de carte mis en cache (données vectorielles){Hydrographie d'écoumène - Grands Lacs Intérieurs}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_EcHy.xml>,2051.224708,"-136.030080,69.482238","-136.030080,41.382130","-63.033040,69.482238","-63.033040,41.382130",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_2006_Census_CBF_Fr_Nat_coteEau/MapServer,http,Service de carte mis en cache (données vectorielles){Hydrographie d'écoumène - Côte}<uri:/NAP/DLI_2006_Census_CBF_Fr_Nat_coteEau.xml>,-18591.35096,"152.246874,83.135503","152.246874,-4.944151","-58.827422,83.135503","-58.827422,-4.944151",,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/FRI2009BlockQTIFF/ImageServer,http,Image service (raster) {tiff},,,,,,6/1/2006,creation,2122414969,/NAP/OGDE_FRI2008BlockQTIFF.xml,4/18/2013,493,"Forest Resource Inventory (FRI), Digital Aerial Imagery (Block Q)",Ontario Ministry of Natural Resources,"<p>This image service (FRI 2008 Block Q TIFF) crosses the Woodland Caribou P.P., Red Lake Forest, Whiskey Jack Forest, and Kenora Forest, but is mainly in the Woodland Caribou P.P. forest area.</p><p>The Forest Resource Inventory (FRI) is an extensive survey of the forest resources of Ontario. It was originally designed in 1946 to locate merchantable timber species for supplying mills.</p> <p> The FRI was designed as a large-scale survey that would allow general characterization of the forest in terms of species, forest conditions and regeneration. Traditionally, the FRI has been based on aerial photo interpretation, as well as some field surveys.</p> <p> This imagery will initially serve as a topographic reference base for any new output mapping and will serve as the source for subsequent base data production. The stereoscopic imagery will be used for softcopy photogrammetric application and interpretation. Imagery must be available but not restricted to multi-band colour, multi-band infrared and panchromatic.</p><p>The elevation data is required to support the generation of Digital Elevation Models (DEM) or Digital Surface Models (DSM) and subsequent derivative products in support of air photo interpretation, forest management planning and forest management operations. </p>",TRUE,1.310396421,"-95.162104,51.536116","-95.162104,50.352948","-94.054572,51.536116","-94.054572,50.352948",OGDE,0,2122414969,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/FRI2009BlockQTIFF.png,,9/15/2010
,,,,,,,,,,9/15/2010,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OpenContent/OpenContent_HACOLP_1961_CD_Canada/MapServer,http,Tiled map service (vector),,,,,,1/1/1993,publication,1788985649,/NAP/OpenContent_HACOLP_1961_CD_Canada.xml,6/13/2016,494,"Census Districts (CD), 1961 Census of Canada",Historical Atlas of Canada,"<p>This data set reconstructs the census compilation and dissemination geography of the 1961 Census of the Canadas, including the census districts (CD) of Ontario, Quebec, New Brunswick, and Nova Scotia. </p><p>The boundaries were originally compiled for the Historical Atlas of Canada <a href=""http://www.historicalatlas.ca/website/hacolp/index.htm""> Online Learning Project</a>, and were derived from a combination of sources including the Atlas of Canada 1:7 500 000 data set. </p>",TRUE,7743.098865,"-173.534813,83.800953","-173.534813,35.877536","-11.962468,83.800953","-11.962468,35.877536",OpenContent,0,1788985649,0,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_HACOLP_1961_CD_Canada.png,/zips/OpenContent/OpenContent_HACOLP_1961_CD_Canada.zip,
,,,,,,,,,,1/1/1998,publication,,,,,,,,,,,,,,,,,,,,
TRUE,,,,,,,,,,4/1/2001,creation,1446487692,/NAP/Western_CityOfLondon_2016_ParkFeatures.xml,6/13/2017,495,London Feature Outlines,City of London,"<p>The 2016 City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of feature outlines in the City of London, Ontario.</p>",TRUE,0.0569222,"-81.381973,43.067493","-81.381973,42.840088","-81.131661,43.067493","-81.131661,42.840088",Western,0,1446487692,0,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2016_ParkFeatures.png,/zips/Western/Western_CityOfLondon_2016_ParkFeatures.zip,12/23/2016
,,,,,,,,,,12/23/2016,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2015_CMCS_MarinaYachtClubPoint/MapServer,http,(vector) Tiled map service,,,,,,9/1/2015,publication,3261775269,/NAP/DMTI_2015_CMCS_MarinaYachtClubPoint.xml,3/28/2017,496,Marina Yacht Club Point,DMTI Spatial Inc.,"<p>This layer includes the locations of marinas, yacht clubs, and other sites that are equipped for mooring and servicing pleasure boats.</p><p> Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>",TRUE,1165.441888,"-132.09902,56.663756","-132.09902,41.983326","-52.711571,56.663756","-52.711571,41.983326",DMTI,0,3261775269,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_MarinaYachtClubPoint.png,/zips/DMTI/DMTI_2015_CMCS_MarinaYachtClubPoint.zip,
TRUE,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2015_drvpklin/MapServer,http,Tiled map service (vector){2015}<uri:/NAP/Western_CityOfLondon_2015_drvpklin.xml>,0.067841634,"-81.389604,43.072147","-81.389604,42.830327","-81.109058,43.072147","-81.109058,42.830327",4/1/2001,creation,1910172753,/NAP/Western_CityOfLondon_drvpklin.xml,5/17/2016,497,London Parking Lots and Access Ways,City of London,"<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of parking lots and access ways in the City of London, Ontario.</p>",TRUE,0.067841634,"-81.389604,43.072147","-81.389604,42.830327","-81.109058,43.072147","-81.109058,42.830327",Western,0,1910172753,0,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_drvpklin.png,/zips/Western/Western_CityOfLondon_2015_drvpklin.zip,4/1/2015
