Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,To Delete,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id
6144,Shuttle Radar Topography Mission (SRTM) Digital Elevation Models (DEMs),2000,"<p>National Aeronautics and Space Administration (NASA)</p>
",SRTM (.hgt),Public,"<p>SRTM data is available for download through NASA's <a href=""https://search.earthdata.nasa.gov/search?q=SRTM+DEM&ok=SRTM+DEM"">Earthdata Search</a> tool.</p>
","<p>The Shuttle Radar Topography Mission (SRTM) was a collaborative effort between the National Aeronautics and Space Administration (NASA), the National Geospatial-Intelligence Agency (NGA), and the German and Italian space agencies, to generate a near-global digital elevation model (DEM).  The mission homepage is at the NASA website, but the data are publically distributed by the USGS EROS Data Center.</p>
<p>Digital elevation data consists of an ordered array of ground elevations sampled at regular intervals over each grid area.   Aside from estimating point elevations, digital elevation has a variety of applications, including terrain modeling, line of sight analysis, water flow and flooding analysis, and many others.</p>
<p>1 arc second: The most recent version of the SRTM data  has a resolution of 1 arc second, which is about 30m x 30m. The coverage is considered near-global, which means approximately 80% of the Earth's landmass is captured.</p>
<p>3 arc second: For this dataset, 3 arc second refers to the pixel size, which is roughly 90m x 90m.  Each tile has a size of 1201 x 1201 pixels, covering roughly 36km x 36km (e.g. the local tile covers the core area of the Golden Horseshoe).  The files are provided in .bil format, which can be immediately displayed in ArcMap.</p>
<p>30 arc second: A 30 arc second grid roughly translates to a pixel size of 1km x 1km.  These tiles are much larger than the 3 arc second tiles both in coverage and in pixel number.  For example, the ""local"" tile is 4800 x 6000 pixels in size, covering all of Ontario and Quebec, some of Manitoba and Nunavut, and with North-South coverage from the northeastern United States up to Greenland.  The files are provided in .dem format, which can be immediately displayed in ArcMap.</p>
","<p>Metadata is available with accompanying datasets in the Earthdata Search tool at the link provided.</p>
","<p><em>Shuttle Radar Topography Mission DEM </em>[computer file]. Pasadena, CA: National Aeronautics and Space Administration, (2000)</p>
",N/A,,Internet||Library,Topography,Canada||USA||World,Raster||geoTIFF,sites/default/files/geospatial/SRTM_3arc.JPG,SRTM_3arc.JPG,SRTM 3 arc second example,
6566,Socioeconomic Data and Applications Center (SEDAC) Datasets,"Various, 1970 to Present","<p>NASA Socioeconomic Data and Applications Center (SEDAC)</p>
",Various,Public,"<p>The data portal is accessible at the following link: <a href=""http://sedac.ciesin.columbia.edu/data.html"">http://sedac.ciesin.columbia.edu/data.html</a></p>
","<p>SEDAC, the Socioeconomic Data and Applications Center, is one of the Distributed Active Archive Centers (DAACs) in the Earth Observing System Data and Information System (EOSDIS) of the U.S. National Aeronautics and Space Administration (NASA). SEDAC focuses on human interactions in the environment. Its mission is to develop and operate applications that support the integration of socioeconomic and Earth science data and to serve as an “Information Gateway” between the Earth and social sciences.<br />
The SEDAC Data Resources webpage includes links to many socioeconomic and environmental related datasets, including:</p>
<ul><li>Anthropogenic Biomes</li>
<li>Archive of American Census-Related Products</li>
<li>Central American Vegetation/Land Cover Classification and Conservation Status</li>
<li>China Dimensions Data Collection</li>
<li>Environmental Performance Index (EPI)</li>
<li>Environmental Sustainability</li>
<li>Georeferenced Population Data Sets of Mexico</li>
<li>Global Distribution of Poverty</li>
<li>Global Rural-Urban Mapping Project (GRUMP)</li>
<li>Gridded Population of the World</li>
<li>Human Appropriation of Net Primary Productivity (HANPP)</li>
<li>Human Footprint</li>
<li>Indicators of Coastal Water Quality</li>
<li>IPCC Socioeconomic Data Distribution Centre</li>
<li>Last of the Wild</li>
<li>Low Elevation Coastal Zone Urban-Rural Estimates (LECZ)</li>
<li>Natural Disaster Hotspots: A Global Risk Analysis</li>
<li>Population, Landscape, and Climate Estimates (PLACE)</li>
<li>Species Distribution Grids</li>
<li>U.S. Census Grids</li>
<li>Urban Landsat: Cities From Space</li>
<li>World Data Center for Human Interactions in the Environment (WDC)</li>
</ul>","<p>A wealth of information is available for each data set on the SEDAC website.</p>
","Citation guidelines are available at: <p><a href=""http://sedac.ciesin.columbia.edu/citations"">http://sedac.ciesin.columbia.edu/citations</a></p>",N/A,,Internet,Boundaries||Climate||Geology||Human Environment||Physical Environment||Remote Sensing and Air Photos||Topography||Water Resources||Portals||Pollution,USA||World,Raster||Vector,sites/default/files/geospatial/title.jpg,SEDAC logo,SEDAC logo,
5839,Soil and Physiographic Database for Northern and Central Eurasia,1999,"<p>United Nations. Food and Agriculture Organization (FAO)</p>
","Shapefile (.shp), KML, MS Access database",Public,"<p>Available through the ISRIC - World Soil Information website in multiple files:</br>
<ul>
<li><a href=""http://data.isric.org/geonetwork/srv/eng/catalog.search;jsessionid=CEAF36FC8B9C51EC4BB1F19986823DC4#/metadata/2919b1e3-6a79-4162-9d3a-e640a1dc5aef"">Soil and Terrain Database (SOTER) for China</a></li>
<li><a href=""http://data.isric.org/geonetwork/srv/eng/catalog.search;jsessionid=CEAF36FC8B9C51EC4BB1F19986823DC4#/metadata/f9f23e4f-903a-4dfe-bfc4-0e6bf362b09a"">Soil and Terrain Database (SOTER) for Central and Eastern Europe</a></li>
<li><a href=""http://data.isric.org/geonetwork/srv/eng/catalog.search;jsessionid=CEAF36FC8B9C51EC4BB1F19986823DC4#/metadata/896e61f8-811a-40f9-a859-ee3b6b069733"">Soil and Terrain Database (SOTER) for Nepal</a></li>
</ul>
</p>
","<p>This database contains reports, data, and digital maps for North and Central Eurasia Region (covering CIS and the Baltic State countries, China, Taiwan Province and Mongolia). The files were prepared by the FAO in cooperation with the Dokuchalev Institute for Soil Science, Moscow, Russia, and the Institute of Soil Science, Academia Sinica, Nanjing, China.</p>
","<p>Complete metadata available on the <a href=""http://ref.data.fao.org/map?entryId=c31a38f0-88fd-11da-a88f-000d939bc5d8&tab=metadata"">FAO website</a>.</p>","<p>Citation information available on the <a href=""http://ref.data.fao.org/map?entryId=c31a38f0-88fd-11da-a88f-000d939bc5d8&tab=about"">FAO website</a>.</p>

",N/A,,Library,Soils||Topography,World,Vector||Shapefile||KML,sites/default/files/geospatial/FAO_07.PNG,Sample showing physiography layer & legend,Sample showing physiography layer & legend,
8370,Soil and Terrain Database for Central Africa (SOTERCAF),2006,"<p>United Nations Food and Agriculture Organization (FAO) and International Soil Reference and Information Centre (ISRIC)</p>
","Shapefile (.shp), KML, MS Access database",Public,"<p>Soil and Terrain Database for Central Africa (SOTERCAF) via <a href=""http://data.isric.org/geonetwork/srv/eng/catalog.search;jsessionid=CEAF36FC8B9C51EC4BB1F19986823DC4#/metadata/aa954c06-2b06-4eb7-8771-8f2216653b94"">ISIRC - World Soil Information</a>.</p>","<p>The Soil and Terrain database for Central Africa (SOTERCAF, version 1.0), including the Democratic Republic of Congo, Burundi and Rwanda, was compiled following the SOTER methodology within a collaborative activity of FAO and ISRIC World Soil Information.</p>
<p> </p>
<p>Space Shuttle Radar Topographic Mission (SRTM) digital elevation data at 90 m resolution have been used to derive the different landform units and to generate terrain information. <br />
 </p>
<p>In collaboration with the Laboratory of Soil Science of the University of Ghent, the SOTERCAF database was further refined with lithological and soil information.</p>
<p>Low resolution information of the DR of Congo allowed a compilation only at scale 1:2 million, while the Burundi and Rwanda database were compiled at scale 1:1 million based on medium resolution maps.</p>
<p>The results are presented in various formats: SRTM derived data are included as JPG-files; the SOTER information can be viewed in ArcGis 8.x or ArcGis 9.x and ArcView 3.x formats; the database is presented in a tabular (MSAccess) format.</p>
<p>The data are available for download from the URL provided, as well as on CD-ROM (FAO CD # 32) from the Map Collection.</p>
","<p>Full metadata is available with the downloaded data.</p>
","<p>United Nations. Food and Agriculture Organization (FAO). <em>Soil and Terrain Database for Central Africa.</em> [computer file]. FAO Land and Water Digital Media Series, 2006.</p>
",N/A,,Internet||Library,Geology||Human Environment||Physical Environment||Soils||Topography,World,Vector||Shapefile||KML,sites/default/files/geospatial/DR_CONGO_ALL2.jpg,SOTERCAF Congo sample,SOTERCAF Congo sample,
5837,Soil and Terrain Database (SOTER) for Latin America and the Caribbean,2006,"<p>United Nations Food and Agriculture Organization (FAO) and International Soil Reference and Information Centre (ISRIC)</p>
","Shapefile (.shp), KML, MS Access database",Public,"<p>Soil and Terrain Database (SOTER) for Latin America and the Caribbean (SOTERLAC), version 2.0 via <a href=""http://data.isric.org/geonetwork/srv/eng/catalog.search;jsessionid=CEAF36FC8B9C51EC4BB1F19986823DC4#/metadata/436bd4b0-7ffc-4272-be57-686b7d7eea7d"">ISIRC - World Soil Information</a>.</p>","<p>Contains information on the soil and terrain resources of Latin America and the Caribbean compiled according to the soil and terrain database methodology (SOTER). Information is stored in a relational database and in Arc/Info export format. This dataset contains reports, databases and digital maps for Latin America and the Caribbean (covering Mexico, the Caribbean Islands and all of South America).</p>
<p>The variables within this database are divided into 5 groups</p>
<ul><li>SOTER units</li>
<li>Terrain components</li>
<li>Soil components</li>
<li>Profiles (total)</li>
<li>Horizons</li>
</ul>","<p>Full metadata is available with the downloaded data.</p>
","<p>United Nations. Food and Agriculture Organization (FAO). <em>Soil and Terrain Database for Latin America and the Caribbean.</em> [computer file]. FAO Land and Water Digital Media Series, 2006.</p>
",N/A,,Library||Internet,Soils,World,Vector||Shapefile||KML,sites/default/files/geospatial/SOTERLAC_ SOIL_UNITS.jpg,Sample illustrating soil units layer,Sample illustrating soil units layer,
5838,Soil and Terrain Database for Northeastern Africa,1998,"<p>United Nations. Food and Agriculture Organization (FAO)</p>
",Esri Interchange file (.e00),McMaster Students / Staff / Faculty only,,"<p>Contains reports, databases and digital maps for northeastern Africa (covering Burundi, Djibouti, Egypt, Eritrea, Ethiopia, Kenya, Somalia, Sudan, Rwanda and Uganda). A digital coverage is available for each country individually, as well as a coverage containing all ten countries for the whole area (Soil and Terrain Data Map of East Africa = SEA)</p>
<p>There are 523 variables in the database, organized in three groups:</p>
<ul>
<li>General soil and terrain information</li>
<li>General data for the three most important soils, and two inclusions</li>
<li>Soil profile Information for the three dominant soils</li>
</ul>
<p>Most of the data are stored as qualitative data, where the classes describe the different class captions or where classes represent ranges of quantitative data.</p>
","<p>A full description of the data is available with the CD-ROM under the Sea folder\document\sea.</p>
","<p>United Nations. Food and Agriculture Organization (FAO). <em>Soil and Terrain Database for Northeastern Africa: Crop Production System Zones of the IGAD Subregion</em>. [CD-ROM]. FAO Land and Water Digital Media Series #02. 1998.</p>
",N/A,,Library,Soils,World,Vector||E00||Shapefile,sites/default/files/geospatial/ne_africa_soil.PNG,Sample showing NE Africa soil unit polygons,Sample showing NE Africa soil unit polygons,
8338,Soil and Terrain Database for Southern Africa (SOTERSAF),2003,"<p>United Nations Food and Agriculture Organization (FAO) and International Soil Reference and Information Centre (ISRIC)</p>
","Shapefile (.shp), KML, MS Access database",Public,"<p>Soil and Terrain Database for Southern Africa (SOTERSAF) via <a href=""http://data.isric.org/geonetwork/srv/eng/catalog.search;jsessionid=CEAF36FC8B9C51EC4BB1F19986823DC4#/metadata/3571c1f3-159d-442c-b324-0af53d03f12e"">ISIRC - World Soil Information</a>.</p>","<p>The updating of world soil resources, using the Soil and Terrain (SOTER) digital database methodology, is part of a global SOTER programme and intended to replace the FAO/ Unesco 1:5 million scale Soil Map of the World (1971-1981) (SOTERSAF, 2003). This is a complilation of the SOTER databases for seven Southern African countries; Botswana, Mozambique, Namibia, South Africa, Swaziland, Tanzania and Zimbabwe.</p>
<p>The following information is available:</p>
<ul><li>Regional maps that show the dominant soil, lithology, landform, soil and WRB soil classification.</li>
<li>Technical report that explains the maps and concepts behind the Soil and Terrain database for Southern Africa.</li>
<li>Access databases that explain the codes and acronyms in the atttributes table.</li>
<li>Individual soil and terrain databases of the seven countries accompanied by technical reports.</li>
</ul>",<p>A full description of the data is included in H:\GIS\Data\World\FAO\FAO25\Sotersaf\soter\documents\SOTERSAF_TechnicalReport.doc and available with the downloaded data.</p,"<p>Author. <em>CD ROM Title: Article title</em>. [CD ROM]. Edition. Place of publication. production: Publisher/producer, Date.</p>
<p>Food and Agriculture Organization (FAO) and International Soil Reference and Information Center (ISRIC). <em>Soil and Terrain Database for Southern Africa</em>. [CD ROM]. FAO Land and Water Digital Media Series <em>#</em>25. Rome, Italy: FAO/ISRIC, (2003).</p>
",N/A,,Library||Internet,Geology||Physical Environment||Soils,World,Vector||Shapefile||KML,sites/default/files/geospatial/Demomap1.jpg,Dominant Soils demo,Dominant Soils demo,
8358,Soil Degradation and Vulnerability Assessment for Central and Eastern Europe (SOVEUR),2000,"<p>United Nations Food and Agriculture Organization (FAO) and International Soil Reference and Information Centre (ISRIC)</p>
","Shapefile (.shp), KML, MS Access database",Public,"<p>Soil Degradation and Vulnerability Assessment for Central and Eastern Europe (SOVEUR) via <a href=""http://data.isric.org/geonetwork/srv/eng/catalog.search;jsessionid=CEAF36FC8B9C51EC4BB1F19986823DC4#/metadata/b1fa4988-b511-48e3-9548-3c48f0a908fa"">ISIRC - World Soil Information</a>.</p>","<p>The project on Mapping of Soil and Terrain Vulnerability in Central and Eastern Europe (SOVEUR) was implemented within the framework of the Food and Agriculture Organization (FAO) of the United Nations and the Netherlands Government Cooperative Programme (Project: GCP/RER/007/NET). It was technically coordinated by the International Soil Reference and Information Centre (ISRIC) assisted by the Land and Water Development Division (AGL) of FAO.</p>
<p>The SOVEUR project has been carried out in close collaboration with specialists from soil survey institutes in Belarus, Bulgaria, Czech Republic, Estonia, Hungary, Latvia, Lithuania, Moldova, Poland, Romania, the Russian Federation, Slovak Republic and the Ukraine, who collated the various national soil data using uniform guidelines.</p>
<p>The dataset contains information on soil degradation status, soil derived properties, and soil vulnerability assessment. Technical reports are included with the data for each data type.</p>
<p>The data can be obtained on CD-ROM from the Map Library or downloaded via the link provided.</p>
","<p>Full metadata is available with the downloaded data.</p>
","<p>Author. CD ROM Title: Article title. [CD ROM]. Edition. Place of publication. production: Publisher/producer, Date.</p>
<p>Food and Agricultural Organization (FAO) and United Nations Educational Scientific and Cultural Organization (UNESCO). <em>Soil and Terrain Database Land Degradation Status and Soil Vulnerability Assessment for Central and Eastern Europe. </em>[CD ROM].  FAO Land Water Digital Media Series, #10. Rome, Italy: FAO/UNESCO, 2000.</p>
",N/A,,Library||Internet,Human Environment||Physical Environment||Soils||Topography,World,Vector||Shapefile||KML,sites/default/files/geospatial/fao10sample.PNG,Demo Land Degradation,Demo Land Degradation,
5791,Surficial Materials of Canada Map - 1880A,1995,"<p>Natural Resources Canada</p>
","AutoCAD (.dxf), MapInfo (.mif), Esri Interchange file (.e00), JPG2000 (.jp2)",Public,"<p>Available for download through <a href=""https://doi.org/10.4095/205040"">GEOSCAN</a>.</p>
","<p>This data consists of geology, landforms, and hydrography on separate layers in .DXF, .MIF, or .E00 formats. This data corresponds to the published maps that were used in the compilation of Map 1880A. The map shows the distribution of surficial materials in Canada, on land and in extensive offshore areas, at 1 : 5 000 000 scale. It portrays broad genetic categories of surface materials (alluvial, lacustrine, marine, glacial) and bedrock. The map was compiled using information from the Geological Survey of Canada, provincial geological surveys, and other sources. It provides a generalized picture of surface materials for the entire country which serves as base information for a variety of applications.</p>
","<p>Metadata document included in file.</p>
","<p>Surficial Materials of Canada [computer file]. Ottawa, Ontario: Natural Resources Canada, 1995.</p>
",N/A,,Internet||Library,Geology,Canada||Hamilton||Ontario,Vector||E00||Shapefile||Mid/Mif||JPG,sites/default/files/geospatial/surficialgeology.jpg,surficialgeology.jpg,Map showing surficial materials of Canada,
6156,Tactical Pilotage Charts (TPC),1989,"<p>LAND INFO Worldwide Mapping, LLC</p>
",GeoTIFF,McMaster Students / Staff / Faculty only,,"<p>Tactical Pilotage Charts (TPCs) were originally created for the use of military air navigation.  The charts depict the types of data that would be useful for pilots, including topography, the locations of major cities, tranportation routes, and other ground features that would be visible from the air.  These charts are provided primarily to be used as low-resolution topographic maps.  The georeferenced maps show relief with contours (250-500ft intervals) and with hypsometric shading.</p>
<p>World coverage (including most of Canada) is not complete due to certain foreign copyrights - see <a href=""http://library.mcmaster.ca/maps/TPCavailLI.gif"">diagram of completed sheets</a>.  The charts are provided in large tiles.  For example, the local tile  covers an area of 4°Latitude x 8°Longitude.  Indexes of tile numbers are available by continent:</p>
<ul><li><a href=""http://library.mcmaster.ca/maps/images/tpcAfrica.jpg"">Africa</a></li>
<li><a href=""http://library.mcmaster.ca/maps/images/tpcArctic.jpg"">Arctic</a></li>
<li><a href=""http://library.mcmaster.ca/maps/images/tpcAsia.jpg"">Asia</a></li>
<li><a href=""http://library.mcmaster.ca/maps/images/tpcAustralia.jpg"">Australia</a></li>
<li><a href=""http://library.mcmaster.ca/maps/images/tpcEurope.jpg"">Europe</a></li>
<li><a href=""http://library.mcmaster.ca/maps/images/tpcNorthAmer.jpg"">North America<br /></a></li>
<li><a href=""http://library.mcmaster.ca/maps/images/tpcPacIslands.jpg"">Pacific Islands<br /></a></li>
<li><a href=""http://library.mcmaster.ca/maps/images/tpcAntarctic.jpg"">Antarctica<br /></a></li>
<li><a href=""http://library.mcmaster.ca/maps/images/tpcSouthAmer.jpg"">South America<br /></a></li>
</ul><p>The charts were originally produced in 1989. but LandInfo publication dates range from 1989 to 2001.</p>
","<p>No metadata associated with these files</p>
","<p>United States Defense Mapping Agency. <em>Tactical Pilotage Charts</em> [computer file].  Highlands Ranch, CO: LAND INFO Worldwide Mapping, LLC, 2001.</p>
",N/A,,Library,Boundaries||Human Environment||Topography,Hamilton||Ontario||USA||World,Raster||geoTIFF,sites/default/files/geospatial/TPC_sample_image.JPG,TPC_sample_image.JPG,Tactical Pilotage Chart,
6023,Tectonic Assemblages of Ontario,1993,"<p>Ontario Geological Survey</p>
","AutoCAD (.dwg), Microstation (.dgn)",Public,"<p>Available for download from the <a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=EDS011"">Geology Ontario website</a>.</p>","<p>From the Ministry of Northern Development, Mines and Forests website:</p>
<p><em>""The Tectonic Geology Data Set is a digital interpretation of the Tectonic Geology of the Province of Ontario, It illustrates this by 1) grouping volcanic and sedimentary rock units into tectonic assemblages in Precambrain terrains and depositional sequences in the overlying Paleozoic and Mesozoic sedimentary basins; and 2) interpreting the ranges of emplacement ages of all major intrusions and grouping some plutons into suites.   Among a range of tectonically significant features, the map also displays major folds, faults, stratigraphic younging directions, interpreted centres of volcanism and locations of U/Pb age determinations, which are numbered and cross-referenced to a table of ages.   This map represents the first attempt internationally to subdivide Archean rock units into Tectonic assemblages, and the first attempt in Ontario to subdivide Paleozic and Mesozoic rock units into depositional sequences.  </em></p>
<p><em>The purpose of this map is to portray the distribution of magmatism and sedimentation in time and space in the rock record of Ontario.  The intended user is a geologist with an academic or applied mineral exploration interest in the components of the bedrock of Ontario that forms the basis of its geochronometric and tectonic record.""</em></p>
<p>This dataset is only available in AutoCAD v.12 DWG and Microstation DGN format.  As such, there are no informative attribute data associated with the features.  However, there are informative map features such as labels, a legend, and a geological time scale which have been incorporated directly into the features.  The tectonic assemblage features and base map features are provided in separate layers.</p>
<p>Another ERLIS dataset ""Geology of Ontario Base Maps"" is also available, and is intended to be used as a reference map for this dataset.  Information about this complementary dataset is available on the library website at the following link: <a href=""http://library.mcmaster.ca/maps/geospatial/geology-ontario-base-maps"">http://library.mcmaster.ca/maps/geospatial/geology-ontario-base-maps</a></p>","<p>Unlike the other ERLIS datasets, this dataset does not have a metadata detail page available from the website.  However, included with the data download are very informative metadata documents ""README.txt"" and ""TECTONIC.txt""</p>
","<p>As per recommendation from the Ontario Geological Survey:</br>
Ontario Geological Survey, 1993.  Tectonic assemblages, seamless coverage of the province of Ontario; Ontario Geological Survey, Data Set 11.</p>
",N/A,,Internet,Geology||Physical Environment,Hamilton||Ontario,DWF,sites/default/files/geospatial/ERLIS11.jpg,ERLIS11.jpg,Example of an ERLIS dataset,
5950,Toronto (City of Toronto) Digital Orthophotos - 1999,1999,"<p>Land Information Toronto</p>
",MrSID,McMaster Students / Staff / Faculty only,,"<p>These images were flown in 1999 and were provided to the Map Collection by Land Information Toronto.  They provide coverage for the entire City of Toronto, with some overlap into surrounding areas.  Originally created as 165 separate TIFF format tiles, the images have been mosaicked into a single MrSID compressed geotiff.</p>
<p>Additional Keywords: Airphoto, Orthoimagery, True Colour Imagery.</p>
<p>There is no index available for this file.</p>
","<p>Land Information Toronto has supplied metadata by email, available at <a href=""http://library.mcmaster.ca/maps/tometa.htm"">http://library.mcmaster.ca/maps/tometa.htm</a></p>
<p>A paper copy of the metadata document is also available in the Map Collection.</p>
","<p><em>City of Toronto Digital Orthophotos</em>[digital photograph]. Toronto ON: Land Information Toronto, 1999.</p>
",N/A,,Library,Remote Sensing and Air Photos,Ontario,Raster||MrSID,sites/default/files/geospatial/cityoftoronto1999.JPG,cityoftoronto1999.JPG,Sample of City of Toronto orthophoto 1999,
6184,Greater Toronto Area (GTA) Orthophotography Project 1995,1995,"<p>Triathlon Mapping Corporation</p>
",MrSID,McMaster Students / Staff / Faculty only,,"<p>These images were flown in summer 1995 and provided by the Ontario Geographic Data Exchange (OGDE).  Images are available in 3km x 5km tiles.  The index for these images is available on the University of Waterloo Map Library <a href=""http://www.lib.uwaterloo.ca/locations/umd/digital/gta_tiffindex.html "">website</a>. To request these images, please record the ID numbers for the tiles you need.</p>
","<p>A basic metadata detail page is provided in HTML format with each tile</p>
","<p>Triathlon Mapping Corporation.<em>Greater Toronto Area Digital Orthophotos </em>[digital photograph]. Markham ON: Ontario Ministry of Natural Resources, 1995.</p>
",N/A,,Library,Remote Sensing and Air Photos,Hamilton||Ontario,Raster||MrSID,sites/default/files/geospatial/1995.JPG,1995.JPG,Toronto Orthophoto 1995,
5958,Toronto (Greater Toronto Area) Digital Orthophotos - 2008,2008,"<p>First Base Solutions</p>
",MrSID,McMaster Students / Staff / Faculty only,,"<p>Data provided by Ontario Geospatial Data Exchange (OGDE).  Data are available in 1km tiles.</p>
<p>Coverage for this product includes areas within the Regions of Durham, York, Peel & Halton, Essex, Muskoka, Simcoe, the City of Toronto and the City of Hamilton including Ajax, Alcona, Alliston, Angus, Aurora, Bala, Baysville, Bracebridge,  Bradford, Brampton, Brock, Burlington, Caledon, Clarington, Collingwood, Etobicoke, Georgina, Gravenhurst, Gwillimbury, Halton Hills, Hamilton, Honey Harbour, Huntsville, King, Mactier, Markham, Milton, Mississauga, Newmarket, Oakville, Oshawa, Penetang, Pickering, Port Carling, Port Severn, Richmond Hill, Scarborough, Scugog, Stouffville, City of Toronto, York, East York, North York, Uxbridge, Vaughan, and Whitby.</p>
<p>Only the Mississauga images are readily available from the McMaster Library.  Images from other regions can be retrieved upon request from the University of Toronto Map and Data Library.  Please note that the McMaster Library has City of Hamilton images readily available from other sources.</p>
",<p>No metadata available</p>,"<p>First Base Solutions. <em>City of Toronto Orthophotos 2005 </em>[digital photograph]. Toronto ON: First Base Solutions, 2005.</p>
<p>Copyright statement required on any map or publication produced using this data:</p>
<p>""Produced by (researcher's name), McMaster University, with Data supplied under Licence by Members of the Ontario Geospatial Data Exchange.""</p>
",N/A,,Library,Remote Sensing and Air Photos,Hamilton||Ontario,Raster||MrSID,sites/default/files/geospatial/toronto2008.JPG,toronto2008.JPG,Toronto Orthophoto 2008,
6203,Toronto Fire Insurance Plans - 1884,1884 - 1910,"<p>Charles E. Goad</p>
",MrSID,McMaster Students / Staff / Faculty only,,"<p>This set of fire insurance plans covers downtown Toronto and the Toronto Islands. These maps were scanned and georeferenced as part of the Georia Project at the University of Toronto (<a href=""http://mercator.geog.utoronto.ca/georia/menu.htm"">http://mercator.geog.utoronto.ca/georia/menu.htm</a>) from an original atlas at Toronto Public Library, Toronto Reference Library (Atlas Collection).</p>
<p>The 1910 set of fire insurance plans is provided in three volumes with the following coverage:</p>
<ul><li>Volume 1: Downtown Toronto and the Toronto Island.</li>
<li>Volume 2: West and Northwest Toronto</li>
<li>Volume 3: East and Northeast Toronto</li>
</ul>
<p>Fire insurance plans provide detailed information about the history of the buildings and land use. Building outlines are included in the maps. These maps can be used to determine when a building was built or demolished, the details of building materials, the position of a building on a lot, and in some cases the name or function of the business.</p>
","<p>No metadata available. Some additional information is provided on the <a href=""http://mercator.geog.utoronto.ca/georia/datasum/dataset_GOAD.htm"">Georia website</a>.</p>","<p>Goad, Chas. E. <i>Atlas of the City of Toronto and Suburbs, Founded on Registered Plans and Special Surveys, Showing Plan Numbers, Lots & Buildings.</i> Toronto: Chas. E. Goad, 1884.</p>
",N/A,,Library,Human Environment,Ontario,Raster||MrSID,sites/default/files/geospatial/FIP1884.JPG,FIP1884.JPG,Toronto Fire Insurance Plan (1884),
8308,City of Toronto Open Data,Various,"<p>City of Toronto</p>
",Various,Public,"<p>City of Toronto <a href=""http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD"">Open Data Catalogue</a></p>
","<p>The data provided by the City of Toronto is part of the Open Data initiative that many major cities are undertaking as a way of opening up city data to the public. The data is categorized into the following groups:</p>
<ul>
<li>Business</li>
<li>City government</li>
<li>Community services</li>
<li>Culture and tourism</li>
<li>Development and infrastructure</li>
<li>Environment</li>
<li>Finance</li>
<li>Garbage and recycling</li>
<li>Health</li>
<li>Locations and mapping</li>
<li>Parks and recreation</li>
<li>Permits and licenses</li>
<li>Public safety</li>
<li>Transportation</li>
<li>Water</li>
</ul>","<p>Metadata is provided with the downloaded file.</p>
","<p><em>File name </em>[Format]. Toronto, Ontario: City of Toronto Department, Year</p>
<p>Example: <em>Bikeways</em> [Shapefile]. Toronto, ON: City of Toronto, Transportation Services, Transportation Infrastructure Management, Cycling Infrastructure and Programs, 2010.</p>
","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2636227147"">Municipal Open Data Portals in Canada</a></p>",,Internet,Boundaries||Human Environment||Physical Environment||Topography||Transportation||Portals,Canada,Vector||Shapefile||Excel,sites/default/files/geospatial/demo2_0.jpg,Toronto Open Data Sample,Toronto Open Data,
5797,United Nations Environment Programme - Environmental Data Explorer,Varies by dataset,<p>United Nations Environment Programme</p>,"Esri Interchange file (.e00), Grid, GeoTIFF, Shapefile (.shp)",Public,"<p><a href=""http://geodata.grid.unep.ch/"">UNEP Environmental Data Explorer</a></p>
","<p>This online database holds more than 450 different variables, as national, subregional, regional and global statistics or as geospatial data sets (maps). The data covers themes such as climate change, disasters and conflicts, ecosystem management, environmental governance, and resource efficiency.</p>
",<p>Metadata is provided for each dataset on the UNEP website.</p>,"<p>United Nations Environment Programme. <em>Environmental Data Explorer</em>. United Nations, date.</p>",N/A,,Internet,Boundaries||Human Environment||Physical Environment||Transportation||Water Resources||Portals,World,Vector||E00||geoTIFF||Shapefile,,,,
