Nid,Title,Year,Author,Format,Who can use this data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,To Delete,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,layer_thumb
,Fire Stations Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3596733677,,,,http://geo.scholarsportal.info/#r/details/_uri@=3596733677,,,,,,,,,3596733677,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_FireStationsPoint.png
,London Marshes,2001 - 2016,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1364973505,,,,http://geo.scholarsportal.info/#r/details/_uri@=1364973505,,,,,,,,,1364973505,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_marshlin.png
,"Feeding Area, Fish",1997 - 2005,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1006680649,,,,http://geo.scholarsportal.info/#r/details/_uri@=1006680649,,,,,,,,,1006680649,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_FEEDAFSH.png
,Petroleum Historical Oil Field,1996 - 2003,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=4146957788,,,,http://geo.scholarsportal.info/#r/details/_uri@=4146957788,,,,,,,,,4146957788,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_PETHOILF.png
,Mississauga 3D Map,2016 - 2016,"Transportation and Works Department, City of Mississauga",Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2872999224,,,,http://geo.scholarsportal.info/#r/details/_uri@=2872999224,,,,,,,,,2872999224,
,Runway Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2253579196,,,,http://geo.scholarsportal.info/#r/details/_uri@=2253579196,,,,,,,,,2253579196,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_RunwayPoint.png
,Mississauga Policy Code Area (Existing Land Use),2016 - 2016,"Transportation and Works Department, City of Mississauga",Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3662250546,,,,http://geo.scholarsportal.info/#r/details/_uri@=3662250546,,,,,,,,,3662250546,http://images.scholarsportal.info/gis/thumbnails/CityOfMississauga/CityOfMississauga_2016_PolicyCode.png
,London Piles,2001 - 2016,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=490819408,,,,http://geo.scholarsportal.info/#r/details/_uri@=490819408,,,,,,,,,490819408,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_pilelin.png
,Great Lakes Islands (International) - Grouped Coastal Environments,2006 - 2010,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=747521117,,,,http://geo.scholarsportal.info/#r/details/_uri@=747521117,,,,,,,,,747521117,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_GreatLakesCoastalEnvs.png
,Lumberyards Region,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2665180742,,,,http://geo.scholarsportal.info/#r/details/_uri@=2665180742,,,,,,,,,2665180742,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_LumberyardsRegion.png
,Local Delivery Unit Boundaries (LDU),2006 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1293001497,,,,http://geo.scholarsportal.info/#r/details/_uri@=1293001497,,,,,,,,,1293001497,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapPS_LDU_ALL_PROV.png
,Contours,1977 - 2006,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2471670005,,,,http://geo.scholarsportal.info/#r/details/_uri@=2471670005,,,,,,,,,2471670005,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_CONTOUR.png
,South Central Ontario Orthophotography Project (SCOOP) 2013,2013 - 2013,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3516388189,,,,http://geo.scholarsportal.info/#r/details/_uri@=3516388189,,,,,,,,,3516388189,http://images.scholarsportal.info/gis/thumbnails/OGDE/SCOOP2013jp2.png
,Petroleum Crown Lake Grid,1988 - 2009,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2529333343,,,,http://geo.scholarsportal.info/#r/details/_uri@=2529333343,,,,,,,,,2529333343,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_PETCGRID.png
,Major Roads and Highways (HRD),2001 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2632201052,,,,http://geo.scholarsportal.info/#r/details/_uri@=2632201052,,,,,,,,,2632201052,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Streets_HRD_ALL_PROV.png
,London Abandoned Rail Lines,2001 - 2015,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2187182395,,,,http://geo.scholarsportal.info/#r/details/_uri@=2187182395,,,,,,,,,2187182395,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_rrabnlin.png
,Conveyor Line,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2845760559,,,,http://geo.scholarsportal.info/#r/details/_uri@=2845760559,,,,,,,,,2845760559,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_ConveyorLine.png
,"Census Districts (CD), 1871 Census of Canada",1993 - 1998,Historical Atlas of Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=771281035,,,,http://geo.scholarsportal.info/#r/details/_uri@=771281035,,,,,,,,,771281035,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_HACOLP_1871_CD_Canada.png
,Highways Line,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2347499980,,,,http://geo.scholarsportal.info/#r/details/_uri@=2347499980,,,,,,,,,2347499980,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_HighwaysLine.png
,London City Boundary,2001 - 2016,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3435089849,,,,http://geo.scholarsportal.info/#r/details/_uri@=3435089849,,,,,,,,,3435089849,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_cityboundlin.png
,Ferry Connections Line,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3017440455,,,,http://geo.scholarsportal.info/#r/details/_uri@=3017440455,,,,,,,,,3017440455,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_FerryConnectionsLine.png
,Forest Management Unit,2006 - 2006,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2699779875,,,,http://geo.scholarsportal.info/#r/details/_uri@=2699779875,,,,,,,,,2699779875,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_FORMGMT.png
,Postal Outlets Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2612058689,,,,http://geo.scholarsportal.info/#r/details/_uri@=2612058689,,,,,,,,,2612058689,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_PostalOutletsPoint.png
,Régions sociosanitaires: limites et correspondance avec la géographie,2000 - 2013,Statistique Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=2428099774,,,,http://geo.scholarsportal.info/#r/details/_uri@=2428099774,,,,,,,,,2428099774,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2013_HealthRegions_Fr_Nat.png
,Wi Fi Hotspots Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2834368865,,,,http://geo.scholarsportal.info/#r/details/_uri@=2834368865,,,,,,,,,2834368865,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_WiFiHotspotsPoint.png
,Unorganized Area G-Plan Index,1960 - 2000,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3231587616,,,,http://geo.scholarsportal.info/#r/details/_uri@=3231587616,,,,,,,,,3231587616,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_UNORGARE.png
,Mississauga Trees,2016 - 2016,"Transportation and Works Department, City of Mississauga",Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2199177379,,,,http://geo.scholarsportal.info/#r/details/_uri@=2199177379,,,,,,,,,2199177379,http://images.scholarsportal.info/gis/thumbnails/CityOfMississauga/CityOfMississauga_2016_TREE.png
,Mississauga City Owned Property Boundaries,2016 - 2016,"Transportation and Works Department, City of Mississauga",Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1722047726,,,,http://geo.scholarsportal.info/#r/details/_uri@=1722047726,,,,,,,,,1722047726,http://images.scholarsportal.info/gis/thumbnails/CityOfMississauga/CityOfMississauga_2016_CityOwnedProperty.png
,Roads CSD Table,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3884469243,,,,http://geo.scholarsportal.info/#r/details/_uri@=3884469243,,,,,,,,,3884469243,
,Transport Point,1977 - 2008,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1083924635,,,,http://geo.scholarsportal.info/#r/details/_uri@=1083924635,,,,,,,,,1083924635,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_TRANSPNT.png
,"DMTI Satellite StreetView (SSV) - Whitehorse, Yukon",2008 - 2008,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2069130656,,,,http://geo.scholarsportal.info/#r/details/_uri@=2069130656,,,,,,,,,2069130656,http://images.scholarsportal.info/gis/thumbnails/SSV/DMTISSV2008WhitehorseTIFF.png
,Securities And Investments Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=4140172807,,,,http://geo.scholarsportal.info/#r/details/_uri@=4140172807,,,,,,,,,4140172807,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_SecuritiesAndInvestmentsPoint.png
,Road Junction Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3737732260,,,,http://geo.scholarsportal.info/#r/details/_uri@=3737732260,,,,,,,,,3737732260,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_RoadJunctionPoint.png
,Golf Courses Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1820478020,,,,http://geo.scholarsportal.info/#r/details/_uri@=1820478020,,,,,,,,,1820478020,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_GolfCoursesPoint.png
,Airport Other,2011 - 2011,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2801838849,,,,http://geo.scholarsportal.info/#r/details/_uri@=2801838849,,,,,,,,,2801838849,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_AIRPORT_OTHER.png
,Ruins Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=722438409,,,,http://geo.scholarsportal.info/#r/details/_uri@=722438409,,,,,,,,,722438409,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_RuinsPoint.png
,London Paved Runways or Taxiways,2001 - 2016,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1168046028,,,,http://geo.scholarsportal.info/#r/details/_uri@=1168046028,,,,,,,,,1168046028,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2016_Runways.png
,Industrial and Resource - Regions (IRR),2001 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1249627123,,,,http://geo.scholarsportal.info/#r/details/_uri@=1249627123,,,,,,,,,1249627123,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Topo_IRR_ALL_PROV.png
,Children's Treatment Centre Locations,2013 - 2013,Ontario Ministry of Health and Long-Term Care,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=4229096022,,,,http://geo.scholarsportal.info/#r/details/_uri@=4229096022,,,,,,,,,4229096022,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_MOH_CHDCL.png
,Populated Place Name Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1736694408,,,,http://geo.scholarsportal.info/#r/details/_uri@=1736694408,,,,,,,,,1736694408,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_PopulatedPlaceNamePoint.png
,Ontario Trail Network Segment,2008 - 2009,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=879840429,,,,http://geo.scholarsportal.info/#r/details/_uri@=879840429,,,,,,,,,879840429,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_OTNSEG.png
,Local Delivery Unit Boundaries Lookup Table,2007 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2836324810,,,,http://geo.scholarsportal.info/#r/details/_uri@=2836324810,,,,,,,,,2836324810,
,"Nursery Area, Wildlife",1997 - 2006,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=483565115,,,,http://geo.scholarsportal.info/#r/details/_uri@=483565115,,,,,,,,,483565115,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_NURSAWLD.png
,"Historic Ontario Road Network (ORN) Address, pre 2007",2007 - 2007,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=395098156,,,,http://geo.scholarsportal.info/#r/details/_uri@=395098156,,,,,,,,,395098156,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_ORN_Address_pre2007.png
,"Fichiers numériques des limites (FNL), Recensement de 2006",2007 - 2007,Statistique Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=1763460935,,,,http://geo.scholarsportal.info/#r/details/_uri@=1763460935,,,,,,,,,1763460935,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2011_Census_CBF_Fr_Nat_dr.png
,Unique Enhanced Postal Codes (UEP),2001 - 2006,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1011837243,,,,http://geo.scholarsportal.info/#r/details/_uri@=1011837243,,,,,,,,,1011837243,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapPS_MEP_CAN.png
,Tracks Line,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=88009970,,,,http://geo.scholarsportal.info/#r/details/_uri@=88009970,,,,,,,,,88009970,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_TracksLine.png
,Built-Up Area,2003 - 2006,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2071421746,,,,http://geo.scholarsportal.info/#r/details/_uri@=2071421746,,,,,,,,,2071421746,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_BLTUPARE.png
,MNR Sign Site,2007 - 2007,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1178569047,,,,http://geo.scholarsportal.info/#r/details/_uri@=1178569047,,,,,,,,,1178569047,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_MNRSIGN.png
,Recreation Point,1997 - 2006,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1401640795,,,,http://geo.scholarsportal.info/#r/details/_uri@=1401640795,,,,,,,,,1401640795,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_RECPNT.png
,London Parking Lot Points,2001 - 2016,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=410170071,,,,http://geo.scholarsportal.info/#r/details/_uri@=410170071,,,,,,,,,410170071,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2016_ParkingLotPoints.png
,Natural Heritage Areas Inventory of Niagara and Haldimand County,2006 - 2009,Niagara Peninsula Conservation Authority,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3721947560,,,,http://geo.scholarsportal.info/#r/details/_uri@=3721947560,,,,,,,,,3721947560,http://images.scholarsportal.info/gis/thumbnails/OCUL/OCUL_NPCA_200609_NAI.png
,Ontario Railway Network (ORWN) - Crossing,2013 - 2013,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2673029460,,,,http://geo.scholarsportal.info/#r/details/_uri@=2673029460,,,,,,,,,2673029460,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_ORWNCROS.png
,Surficial Geology of Southern Ontario - Point Representation - Revised,2003 - 2010,"Ontario Ministry of Northern Development, Mines and Forestry",Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1584708203,,,,http://geo.scholarsportal.info/#r/details/_uri@=1584708203,,,,,,,,,1584708203,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_SGU_POINT.png
,Accommodations Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3553918785,,,,http://geo.scholarsportal.info/#r/details/_uri@=3553918785,,,,,,,,,3553918785,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_AccommodationsPoint.png
,"Cartographic Boundary Files (CBF), 1996 Census",1997 - 1997,Statistics Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=3577293255,,,,http://geo.scholarsportal.info/#r/details/_uri@=3577293255,,,,,,,,,3577293255,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1996_Census_CBF_Eng_Nat_cd.png
,Mississauga Z-Area Boundaries,2016 - 2016,"Transportation and Works Department, City of Mississauga",Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1840432054,,,,http://geo.scholarsportal.info/#r/details/_uri@=1840432054,,,,,,,,,1840432054,http://images.scholarsportal.info/gis/thumbnails/CityOfMississauga/CityOfMississauga_2016_ZArea.png
,Mississauga Official Plan 2010 Land Use Area,2016 - 2016,"Transportation and Works Department, City of Mississauga",Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1069778658,,,,http://geo.scholarsportal.info/#r/details/_uri@=1069778658,,,,,,,,,1069778658,http://images.scholarsportal.info/gis/thumbnails/CityOfMississauga/CityOfMississauga_2016_MOP2010.png
,Highway Exits Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2682106320,,,,http://geo.scholarsportal.info/#r/details/_uri@=2682106320,,,,,,,,,2682106320,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_HighwayExitsPoint.png
,UTM 1KM Grid,2011 - 2011,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1450766612,,,,http://geo.scholarsportal.info/#r/details/_uri@=1450766612,,,,,,,,,1450766612,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_UTM1KM.png
,Enhanced Postal Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1797486753,,,,http://geo.scholarsportal.info/#r/details/_uri@=1797486753,,,,,,,,,1797486753,
,Cottage Residential Area,1997 - 2006,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1907951248,,,,http://geo.scholarsportal.info/#r/details/_uri@=1907951248,,,,,,,,,1907951248,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_COTRESAR.png
,Roads Look Up Table - csd96 (rds_csd96),2006 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3982286024,,,,http://geo.scholarsportal.info/#r/details/_uri@=3982286024,,,,,,,,,3982286024,
,Building as Symbol,1977 - 2011,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3426528424,,,,http://geo.scholarsportal.info/#r/details/_uri@=3426528424,,,,,,,,,3426528424,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_BUILDSYM.png
,Ontario Road Network Road Net Element (ORN),2001 - 2012,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1015035515,,,,http://geo.scholarsportal.info/#r/details/_uri@=1015035515,,,,,,,,,1015035515,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_ORNELEM.png
,Radio Stations Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=869248792,,,,http://geo.scholarsportal.info/#r/details/_uri@=869248792,,,,,,,,,869248792,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_RadioStationsPoint.png
,Greater Toronto Area (GTA) Orthophotography Project 2013,2014 - 2014,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3613468799,,,,http://geo.scholarsportal.info/#r/details/_uri@=3613468799,,,,,,,,,3613468799,
,Health And Emergency Services Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3739967620,,,,http://geo.scholarsportal.info/#r/details/_uri@=3739967620,,,,,,,,,3739967620,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_HealthAndEmergencyServicesPoint.png
,"Digital Boundary Files (DBF), 1991 Census",1992 - 1992,Statistics Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=3769102425,,,,http://geo.scholarsportal.info/#r/details/_uri@=3769102425,,,,,,,,,3769102425,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1991_Census_DBF_Eng_Nat_cd.png
,DMTI Satellite StreetView (SSV) - Manitoba,2005 - 2012,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1251739593,,,,http://geo.scholarsportal.info/#r/details/_uri@=1251739593,,,,,,,,,1251739593,
,Provincial Landcover 2000 - 27 Classes,1999 - 2002,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=538735837,,,,http://geo.scholarsportal.info/#r/details/_uri@=538735837,,,,,,,,,538735837,http://images.scholarsportal.info/gis/thumbnails/OGDE/PLC2000.png
